dest,2018_week_dest_mean_arr_delay,2018_week_dest_std_arr_delay,2018_week_dest_skew_arr_delay,2018_month_dest_mean_arr_delay,2018_month_dest_std_arr_delay,2018_month_dest_skew_arr_delay,2019_week_dest_mean_arr_delay,2019_week_dest_std_arr_delay,2019_week_dest_skew_arr_delay,2019_month_dest_mean_arr_delay,2019_month_dest_std_arr_delay,2019_month_dest_skew_arr_delay
ESC,-3.0,23.17129886107145,1.4431073862925201,0.45652173913043476,30.715690179261898,2.5236991744463135,-5.1,24.673197333679045,1.4737788920950146,-0.3958333333333333,26.741265890350814,0.9969227734232194
EUG,0.6756756756756757,23.731553155801144,2.3675899331533357,-2.459499263622975,21.540886424413525,2.562148307354102,4.862068965517241,29.62488178355578,1.9844312364201335,-0.08695652173913043,27.80134901425868,2.067267762844619
EVV,6.076923076923077,27.49878008172192,2.4001842825135573,2.4702970297029703,28.087537904193297,2.15004917550971,0.5,28.496500869365576,1.6326390489247482,-0.7048346055979644,28.29850724475141,1.8747253966155135
EWN,18.80952380952381,41.859951228362455,1.706932231596221,7.994791666666667,30.08687202118554,2.2477498478658227,2.0869565217391304,22.210934331196743,1.8452301389713504,0.7534246575342466,25.260540077498586,2.7637817030952543
EWR,15.162185985015425,37.109128805753485,1.4768500925195462,5.0699703515459555,34.28551136812422,1.6500700635588617,4.572175732217573,33.71756374955406,1.8278070552941477,11.718484077550663,40.458550810558556,1.5371758245985214
EYW,1.0350877192982457,24.171558590262702,2.365622475414334,2.0086206896551726,26.753654420943167,2.2832563084400093,-2.953846153846154,20.09005366867537,1.5750401533413214,-0.06994328922495274,24.02210204269826,2.3970637541174726
FAI,-9.725274725274724,17.942541585148927,3.1394013301631287,-7.632603406326034,20.4609993744408,1.824081749909006,-3.988095238095238,25.66254316371186,2.7018848865804754,-6.8689839572192515,22.786253570517093,3.0439128299738414
FAR,3.912,29.97633905642594,2.2540356704182396,1.7411545623836127,30.183858877290685,2.1580069215595343,1.6910569105691058,27.660449980722994,2.0631708157929305,4.021400778210117,31.212369611220577,2.2310953223797507
FAT,2.843137254901961,27.64723063053004,2.33366777771524,-0.44560185185185186,26.574136950763066,2.477703519092751,6.936440677966102,34.66754240227431,2.079115578191475,1.4556451612903225,29.30861653879038,2.2597218364898857
FAY,9.7625,32.187049738770334,1.8480676698965455,3.122448979591837,28.80945959934019,2.24763463055707,4.246753246753247,21.907794722040112,2.5966978185988228,2.370473537604457,23.54786679894216,2.1552353214904634
FCA,-3.9382716049382718,29.746153397965738,2.830634321213457,-4.448979591836735,26.544619830742107,2.7656270636745606,0.19767441860465115,34.77349219209837,2.1377545663380078,-3.4212218649517685,28.209802685139216,2.181866922554278
FLG,-12.296296296296296,7.8828675708527,0.7815894823244184,-0.8817204301075269,21.457667861429538,2.0670046614492814,14.592592592592593,42.04325543574531,1.9953359706830427,1.2946428571428572,28.045535172546497,3.25550929600496
FLL,10.835686053077357,33.96040553151896,1.759995744285081,1.3809114359415304,28.318849249317047,2.1518735092438064,-0.1333012512030799,26.449032350067107,2.0826384566610425,1.2170763567272296,28.981313466027387,2.0408911734420814
FLO,1.6666666666666667,12.401996767034083,1.731220273526065,3.5641025641025643,22.19078417791724,3.6498980130403016,2.5833333333333335,25.24646624720011,1.3776733890136705,-1.0454545454545454,19.330108187737448,1.9959913888770238
FNT,16.13953488372093,39.15254113628105,1.8907021097396897,4.739130434782608,33.02677201924445,2.123282650049905,3.4025974025974026,23.265775485768867,1.66668777215773,4.328813559322034,25.750312400505464,2.2591543575877417
FSD,6.434782608695652,31.728767605250862,1.9578674445205873,3.4900662251655628,32.53784479559977,2.2769366590421716,2.986842105263158,34.72598257009221,2.175560165572485,2.491776315789474,33.393760796014675,2.397567698324991
FSM,6.0256410256410255,31.047067137939884,1.9186739882309558,-2.3878787878787877,21.052949471478637,2.59672152785925,9.805555555555555,35.40041924242823,1.8939355348321811,0.4036144578313253,22.864284419330343,2.9105803974051327
FWA,21.9672131147541,40.52056603143552,1.328120550314685,11.498194945848375,36.848904581924636,1.6014145718281712,0.9328859060402684,30.970270057364434,1.5619109206780428,2.2763385146804835,29.405228268899883,1.8059268806641016
GCC,2.9473684210526314,24.12806960140115,2.3128904674324473,0.3076923076923077,31.82758245602398,2.9193775457499056,3.7142857142857144,31.106340119088195,0.528671038152443,0.05084745762711865,26.373591630195723,1.2934634781161178
GCK,7.928571428571429,33.858220875868845,2.5029488557907995,1.639344262295082,22.306226923503708,2.593407613527592,-6.846153846153846,9.736924170788859,0.3679426354774926,-2.8363636363636364,18.125860016749588,4.672552009569205
