tail_num,frequency,relative_frequency
N832AY,3478,0.00021904224000983486
N926SW,3477,0.00021897926064237948
N543EA,3477,0.00021897926064237948
N242LR,3477,0.00021897926064237948
N341PQ,3476,0.00021891628127492408
N659CA,3476,0.00021891628127492408
N970AT,3476,0.00021891628127492408
N11181,3475,0.0002188533019074687
N182GJ,3474,0.00021879032254001332
N778SK,3474,0.00021879032254001332
N8896A,3473,0.00021872734317255794
N7733B,3473,0.00021872734317255794
N977AT,3473,0.00021872734317255794
N975DL,3473,0.00021872734317255794
N558WN,3471,0.00021860138443764715
N907DE,3471,0.00021860138443764715
N605CZ,3471,0.00021860138443764715
N652NK,3470,0.00021853840507019177
N215NN,3469,0.00021847542570273637
N229PS,3468,0.00021841244633528099
N316PQ,3467,0.0002183494669678256
N939LR,3467,0.0002183494669678256
N906FJ,3467,0.0002183494669678256
N726YX,3467,0.0002183494669678256
N628QX,3466,0.00021828648760037023
N992AT,3463,0.00021809754949800406
N685BR,3463,0.00021809754949800406
N972AT,3463,0.00021809754949800406
N924AT,3463,0.00021809754949800406
N836AY,3462,0.00021803457013054868
N934FJ,3462,0.00021803457013054868
N956UW,3462,0.00021803457013054868
N736YX,3460,0.0002179086113956379
N833AE,3460,0.0002179086113956379
N961AT,3459,0.00021784563202818252
N919AT,3459,0.00021784563202818252
N11187,3458,0.00021778265266072714
N467AW,3458,0.00021778265266072714
N16183,3458,0.00021778265266072714
N930EV,3457,0.00021771967329327173
N957AT,3456,0.00021765669392581635
N244LR,3456,0.00021765669392581635
N957DL,3456,0.00021765669392581635
N459SW,3455,0.00021759371455836097
N920DE,3454,0.0002175307351909056
N899AT,3454,0.0002175307351909056
N315PQ,3453,0.00021746775582345018
N724YX,3453,0.00021746775582345018
N553WN,3453,0.00021746775582345018
N593ML,3453,0.00021746775582345018
N958AT,3452,0.0002174047764559948
N197JB,3452,0.0002174047764559948
N8943A,3452,0.0002174047764559948
N183JB,3451,0.00021734179708853942
N729YX,3449,0.00021721583835362864
N926LR,3449,0.00021721583835362864
N989DN,3448,0.00021715285898617326
N470ZW,3448,0.00021715285898617326
N650RW,3447,0.00021708987961871788
N625QX,3446,0.00021702690025126247
N533AE,3446,0.00021702690025126247
N896AT,3446,0.00021702690025126247
N723YX,3445,0.0002169639208838071
N529EA,3445,0.0002169639208838071
N922FJ,3445,0.0002169639208838071
N304PQ,3444,0.0002169009415163517
N649RW,3444,0.0002169009415163517
N906AT,3444,0.0002169009415163517
N722YX,3444,0.0002169009415163517
N642RW,3443,0.00021683796214889633
N783SK,3443,0.00021683796214889633
N503MJ,3443,0.00021683796214889633
N929AT,3442,0.00021677498278144093
N630QX,3442,0.00021677498278144093
N7703A,3442,0.00021677498278144093
N745SK,3441,0.00021671200341398555
N603CZ,3440,0.00021664902404653017
N948UW,3440,0.00021664902404653017
N14177,3440,0.00021664902404653017
N989DL,3440,0.00021664902404653017
N310PQ,3439,0.0002165860446790748
N833AY,3438,0.00021652306531161938
N974AT,3438,0.00021652306531161938
N603AT,3437,0.000216460085944164
N300PQ,3437,0.000216460085944164
N514MJ,3435,0.00021633412720925324
N871RW,3433,0.00021620816847434246
N755SK,3433,0.00021620816847434246
N331PQ,3432,0.00021614518910688708
N718SK,3432,0.00021614518910688708
N337PQ,3432,0.00021614518910688708
N953UW,3432,0.00021614518910688708
N864AS,3432,0.00021614518910688708
N954AT,3431,0.0002160822097394317
N8836A,3431,0.0002160822097394317
N655RW,3430,0.0002160192303719763
N915DE,3430,0.0002160192303719763
N189SY,3430,0.0002160192303719763
N922DL,3430,0.0002160192303719763
N523AE,3430,0.0002160192303719763
N536EA,3429,0.0002159562510045209
N985AT,3429,0.0002159562510045209
N314PQ,3428,0.00021589327163706553
N790SK,3428,0.00021589327163706553
N605KS,3428,0.00021589327163706553
N933AT,3427,0.00021583029226961015
N891AT,3427,0.00021583029226961015
N7826B,3426,0.00021576731290215474
N767SK,3426,0.00021576731290215474
N687JS,3426,0.00021576731290215474
N754SK,3425,0.00021570433353469936
N631CZ,3425,0.00021570433353469936
N902FJ,3424,0.00021564135416724398
N479CA,3424,0.00021564135416724398
N953AT,3424,0.00021564135416724398
N892AT,3424,0.00021564135416724398
N859RW,3424,0.00021564135416724398
N335PQ,3423,0.00021557837479978858
N866AS,3423,0.00021557837479978858
N739YX,3422,0.0002155153954323332
N513MJ,3422,0.0002155153954323332
N853AE,3421,0.00021545241606487782
N607AT,3420,0.00021538943669742244
N455AW,3420,0.00021538943669742244
N771SK,3420,0.00021538943669742244
N624QX,3419,0.00021532645732996703
N979EV,3418,0.00021526347796251165
N863RW,3418,0.00021526347796251165
N238JB,3417,0.00021520049859505627
N8946A,3417,0.00021520049859505627
N8936A,3416,0.0002151375192276009
N326PQ,3416,0.0002151375192276009
N858RW,3414,0.0002150115604926901
N13161,3414,0.0002150115604926901
N450AW,3414,0.0002150115604926901
N865RW,3414,0.0002150115604926901
N188SY,3413,0.00021494858112523473
N375JB,3413,0.00021494858112523473
N863AS,3413,0.00021494858112523473
N311PQ,3412,0.00021488560175777935
N309PQ,3411,0.00021482262239032394
N874RW,3410,0.00021475964302286856
N927LR,3410,0.00021475964302286856
N882RW,3410,0.00021475964302286856
N632NK,3410,0.00021475964302286856
N538EG,3409,0.00021469666365541318
N186SY,3409,0.00021469666365541318
N931EV,3409,0.00021469666365541318
N959AT,3409,0.00021469666365541318
N639RW,3408,0.0002146336842879578
N958UW,3407,0.0002145707049205024
N636RW,3407,0.0002145707049205024
N651RW,3407,0.0002145707049205024
N624CZ,3406,0.00021450772555304702
N934XJ,3405,0.00021444474618559164
N306PQ,3405,0.00021444474618559164
N8869B,3404,0.00021438176681813626
N319PQ,3403,0.00021431878745068085
N946AT,3402,0.00021425580808322547
N785SK,3401,0.0002141928287157701
N820AY,3401,0.0002141928287157701
N460AW,3401,0.0002141928287157701
N625CZ,3400,0.00021412984934831468
N447AW,3399,0.0002140668699808593
N308PQ,3399,0.0002140668699808593
N770SK,3398,0.00021400389061340393
N21129,3398,0.00021400389061340393
N177SY,3398,0.00021400389061340393
N656CA,3398,0.00021400389061340393
N33182,3398,0.00021400389061340393
N620CZ,3397,0.00021394091124594855
N615CZ,3397,0.00021394091124594855
N810AE,3396,0.00021387793187849314
N910DL,3396,0.00021387793187849314
N788SK,3396,0.00021387793187849314
N643RW,3395,0.00021381495251103776
N787SK,3395,0.00021381495251103776
N11193,3395,0.00021381495251103776
N868RW,3395,0.00021381495251103776
N652RW,3395,0.00021381495251103776
N939AT,3395,0.00021381495251103776
N349PQ,3394,0.00021375197314358238
N603SK,3394,0.00021375197314358238
N873RW,3392,0.0002136260144086716
N629CZ,3390,0.00021350005567376083
N642NK,3390,0.00021350005567376083
N194SY,3390,0.00021350005567376083
N626QX,3389,0.00021343707630630545
N910AT,3389,0.00021343707630630545
N795SK,3389,0.00021343707630630545
N640RW,3389,0.00021343707630630545
N299PQ,3388,0.00021337409693885005
N641RW,3388,0.00021337409693885005
N186GJ,3388,0.00021337409693885005
N408QX,3388,0.00021337409693885005
N627QX,3386,0.0002132481382039393
N629QX,3386,0.0002132481382039393
N938FR,3384,0.0002131221794690285
N329PQ,3384,0.0002131221794690285
N313PQ,3384,0.0002131221794690285
N893AT,3383,0.00021305920010157312
N181GJ,3382,0.00021299622073411774
N435AW,3382,0.00021299622073411774
N840AY,3382,0.00021299622073411774
N824AE,3381,0.00021293324136666236
N606CZ,3381,0.00021293324136666236
N522AE,3381,0.00021293324136666236
N12160,3381,0.00021293324136666236
N911FJ,3380,0.00021287026199920696
N949AT,3380,0.00021287026199920696
N178SY,3380,0.00021287026199920696
N944UW,3380,0.00021287026199920696
N430SW,3380,0.00021287026199920696
N988DN,3380,0.00021287026199920696
N860RW,3380,0.00021287026199920696
N184GJ,3379,0.00021280728263175158
N464AW,3379,0.00021280728263175158
N348PQ,3379,0.00021280728263175158
N932XJ,3379,0.00021280728263175158
N861RW,3378,0.0002127443032642962
N260NN,3378,0.0002127443032642962
N639CZ,3378,0.0002127443032642962
N631RW,3378,0.0002127443032642962
N903FJ,3378,0.0002127443032642962
N522LR,3378,0.0002127443032642962
N8976E,3377,0.0002126813238968408
N239NN,3377,0.0002126813238968408
N438AW,3376,0.0002126183445293854
N960AT,3376,0.0002126183445293854
N930AT,3375,0.00021255536516193003
N938AT,3375,0.00021255536516193003
N7813P,3375,0.00021255536516193003
N949FR,3374,0.00021249238579447465
N8894A,3374,0.00021249238579447465
N995AT,3373,0.00021242940642701925
N941FR,3373,0.00021242940642701925
N952AT,3372,0.00021236642705956387
N782SK,3372,0.00021236642705956387
N920XJ,3372,0.00021236642705956387
N8783E,3372,0.00021236642705956387
N202JQ,3371,0.00021230344769210849
N8974C,3371,0.00021230344769210849
N835AE,3371,0.00021230344769210849
N894AT,3369,0.0002121774889571977
N933XJ,3369,0.0002121774889571977
N797SK,3369,0.0002121774889571977
N378CA,3368,0.00021211450958974232
N645RW,3368,0.00021211450958974232
N918DE,3368,0.00021211450958974232
N417SW,3367,0.00021205153022228694
N949UW,3367,0.00021205153022228694
N963AT,3367,0.00021205153022228694
N638CZ,3366,0.00021198855085483156
N855RW,3366,0.00021198855085483156
N992DL,3366,0.00021198855085483156
N946UW,3366,0.00021198855085483156
N632RW,3366,0.00021198855085483156
N764SK,3366,0.00021198855085483156
N619CZ,3365,0.00021192557148737615
N944AT,3365,0.00021192557148737615
N8891A,3365,0.00021192557148737615
N185GJ,3364,0.00021186259211992077
N325PQ,3364,0.00021186259211992077
N648RW,3364,0.00021186259211992077
N800AE,3364,0.00021186259211992077
N191SY,3363,0.0002117996127524654
N324PQ,3363,0.0002117996127524654
N935AT,3363,0.0002117996127524654
N419YX,3361,0.0002116736540175546
N931LR,3360,0.00021161067465009923
N657RW,3360,0.00021161067465009923
N369CA,3360,0.00021161067465009923
N187SY,3359,0.00021154769528264385
N637NK,3359,0.00021154769528264385
N940AT,3358,0.00021148471591518847
N950AT,3358,0.00021148471591518847
N320PQ,3357,0.00021142173654773306
N647NK,3357,0.00021142173654773306
N834AY,3357,0.00021142173654773306
N942AT,3356,0.00021135875718027768
N8980A,3356,0.00021135875718027768
N950LR,3356,0.00021135875718027768
N303PQ,3356,0.00021135875718027768
N302PQ,3355,0.0002112957778128223
N875RW,3355,0.0002112957778128223
N914EV,3354,0.0002112327984453669
N8683B,3354,0.0002112327984453669
N864RW,3354,0.0002112327984453669
N11155,3352,0.00021110683971045614
N354CA,3352,0.00021110683971045614
N907BP,3351,0.00021104386034300076
N11176,3351,0.00021104386034300076
N979RP,3351,0.00021104386034300076
N307PQ,3351,0.00021104386034300076
N424AW,3350,0.00021098088097554535
N658CA,3350,0.00021098088097554535
N301PQ,3349,0.00021091790160808997
N835AY,3348,0.0002108549222406346
N183GJ,3348,0.0002108549222406346
N305PQ,3348,0.0002108549222406346
N441ZW,3348,0.0002108549222406346
N964AT,3347,0.0002107919428731792
N471CA,3347,0.0002107919428731792
N425AW,3347,0.0002107919428731792
N773SK,3347,0.0002107919428731792
N255NN,3345,0.00021066598413826843
N998AT,3345,0.00021066598413826843
N943AT,3345,0.00021066598413826843
N871AS,3344,0.00021060300477081305
N924EV,3343,0.00021054002540335767
N12122,3343,0.00021054002540335767
N925AT,3343,0.00021054002540335767
N8688C,3343,0.00021054002540335767
N856RW,3342,0.00021047704603590226
N7714B,3341,0.00021041406666844688
N879RW,3341,0.00021041406666844688
N639NK,3341,0.00021041406666844688
N623QX,3341,0.00021041406666844688
N939FR,3340,0.0002103510873009915
N919FJ,3340,0.0002103510873009915
N609SK,3340,0.0002103510873009915
N961UW,3340,0.0002103510873009915
N928AT,3339,0.00021028810793353612
N654RW,3339,0.00021028810793353612
N17169,3338,0.00021022512856608072
N179SY,3338,0.00021022512856608072
N622CZ,3337,0.00021016214919862534
N621CZ,3337,0.00021016214919862534
N176SY,3337,0.00021016214919862534
N634RW,3337,0.00021016214919862534
N801AY,3336,0.00021009916983116996
N433AW,3335,0.00021003619046371458
N638RW,3335,0.00021003619046371458
N298PQ,3335,0.00021003619046371458
N916XJ,3334,0.00020997321109625917
N187GJ,3334,0.00020997321109625917
N650NK,3333,0.0002099102317288038
N449AW,3333,0.0002099102317288038
N419AW,3333,0.0002099102317288038
N798SW,3332,0.0002098472523613484
N647RW,3332,0.0002098472523613484
N192SY,3331,0.000209784272993893
N765SK,3331,0.000209784272993893
N862RW,3331,0.000209784272993893
N927AT,3331,0.000209784272993893
N457AW,3331,0.000209784272993893
N870RW,3330,0.00020972129362643762
N878RW,3330,0.00020972129362643762
N430AW,3329,0.00020965831425898224
N938LR,3329,0.00020965831425898224
N792SK,3329,0.00020965831425898224
N752SW,3329,0.00020965831425898224
N653RW,3328,0.00020959533489152686
N784SK,3328,0.00020959533489152686
N721YX,3328,0.00020959533489152686
N210JQ,3328,0.00020959533489152686
N762SK,3328,0.00020959533489152686
N416YX,3328,0.00020959533489152686
N456ZW,3327,0.00020953235552407146
N12126,3327,0.00020953235552407146
N646RW,3326,0.00020946937615661608
N14179,3326,0.00020946937615661608
N791SK,3326,0.00020946937615661608
N253NN,3324,0.00020934341742170532
N956AT,3324,0.00020934341742170532
N690CA,3323,0.0002092804380542499
N263NN,3323,0.0002092804380542499
N932AT,3323,0.0002092804380542499
N774SK,3322,0.00020921745868679453
N869RW,3321,0.00020915447931933915
N620QX,3320,0.00020909149995188377
N633RW,3319,0.00020902852058442837
N213NN,3319,0.00020902852058442837
N21154,3319,0.00020902852058442837
N505MJ,3319,0.00020902852058442837
N936AT,3319,0.00020902852058442837
N7814B,3318,0.000208965541216973
N441YX,3318,0.000208965541216973
N250NN,3318,0.000208965541216973
N602LR,3318,0.000208965541216973
N604SK,3318,0.000208965541216973
N920AT,3317,0.0002089025618495176
N207JQ,3317,0.0002089025618495176
N183SY,3316,0.00020883958248206223
N815MD,3315,0.00020877660311460682
N945LR,3314,0.00020871362374715144
N292PQ,3314,0.00020871362374715144
N296PQ,3314,0.00020871362374715144
N617CZ,3314,0.00020871362374715144
N185SY,3314,0.00020871362374715144
N956DL,3313,0.00020865064437969606
N824MD,3313,0.00020865064437969606
N935LR,3313,0.00020865064437969606
N630CZ,3313,0.00020865064437969606
N917XJ,3313,0.00020865064437969606
N823MD,3313,0.00020865064437969606
N254NN,3313,0.00020865064437969606
N951AT,3312,0.00020858766501224068
N622QX,3312,0.00020858766501224068
N186PQ,3311,0.00020852468564478528
N759GS,3311,0.00020852468564478528
N895AT,3310,0.0002084617062773299
N406YX,3310,0.0002084617062773299
N181SY,3310,0.0002084617062773299
N184SY,3309,0.00020839872690987452
N867RW,3308,0.0002083357475424191
N642CA,3308,0.0002083357475424191
N608AT,3308,0.0002083357475424191
N170SY,3308,0.0002083357475424191
N656RW,3308,0.0002083357475424191
N329JB,3307,0.00020827276817496373
N920FJ,3307,0.00020827276817496373
N229NN,3307,0.00020827276817496373
N963UW,3306,0.00020820978880750835
N648NK,3305,0.00020814680944005297
N211JQ,3305,0.00020814680944005297
N926AT,3304,0.00020808383007259756
N415AW,3303,0.00020802085070514218
N390CA,3303,0.00020802085070514218
N921FJ,3303,0.00020802085070514218
N367CA,3302,0.0002079578713376868
N923XJ,3301,0.00020789489197023143
N8908D,3301,0.00020789489197023143
N800AY,3301,0.00020789489197023143
N213JQ,3299,0.00020776893323532064
N649NK,3298,0.00020770595386786526
N8877A,3298,0.00020770595386786526
N943FR,3297,0.00020764297450040988
N451AW,3296,0.00020757999513295447
N446YX,3296,0.00020757999513295447
N417YX,3294,0.00020745403639804371
N41104,3294,0.00020745403639804371
N171SY,3292,0.00020732807766313293
N907FJ,3291,0.00020726509829567755
N203JQ,3290,0.00020720211892822217
N416AW,3290,0.00020720211892822217
N17138,3289,0.0002071391395607668
N417AW,3289,0.0002071391395607668
N931XJ,3289,0.0002071391395607668
N611SK,3288,0.00020707616019331138
N8775A,3288,0.00020707616019331138
N786SK,3288,0.00020707616019331138
N427YX,3287,0.000207013180825856
N699BR,3286,0.00020695020145840062
N197PQ,3286,0.00020695020145840062
N13124,3286,0.00020695020145840062
N173GJ,3286,0.00020695020145840062
N429YX,3285,0.00020688722209094522
N258NN,3285,0.00020688722209094522
N633NK,3284,0.00020682424272348984
N789SK,3283,0.00020676126335603446
N635NK,3282,0.00020669828398857908
N18120,3282,0.00020669828398857908
N644NK,3281,0.00020663530462112367
N870AS,3281,0.00020663530462112367
N912FJ,3280,0.0002065723252536683
N630NK,3280,0.0002065723252536683
N959DL,3280,0.0002065723252536683
N613CZ,3279,0.0002065093458862129
N469AW,3279,0.0002065093458862129
N436AW,3278,0.00020644636651875753
N297PQ,3278,0.00020644636651875753
N619AE,3278,0.00020644636651875753
N952UW,3277,0.00020638338715130213
N374CA,3277,0.00020638338715130213
N174SY,3276,0.00020632040778384675
N646NK,3275,0.00020625742841639137
N947AT,3274,0.000206194449048936
N215JQ,3274,0.000206194449048936
N937XJ,3273,0.00020613146968148058
N772SK,3272,0.0002060684903140252
N872RW,3272,0.0002060684903140252
N953DL,3272,0.0002060684903140252
N237NN,3272,0.0002060684903140252
N906DL,3272,0.0002060684903140252
N492SW,3272,0.0002060684903140252
N644RW,3271,0.00020600551094656982
N422YX,3271,0.00020600551094656982
N628NK,3271,0.00020600551094656982
N981EV,3271,0.00020600551094656982
N613SK,3270,0.00020594253157911444
N8513F,3269,0.00020587955221165903
N638NK,3268,0.00020581657284420365
N293PQ,3266,0.0002056906141092929
N201JQ,3265,0.0002056276347418375
N14116,3264,0.0002055646553743821
N610AE,3264,0.0002055646553743821
N11150,3264,0.0002055646553743821
N415YX,3263,0.00020550167600692673
N510MJ,3263,0.00020550167600692673
N606SK,3262,0.00020543869663947132
N256NN,3262,0.00020543869663947132
N8637A,3262,0.00020543869663947132
N8969A,3262,0.00020543869663947132
N212JQ,3261,0.00020537571727201594
N401YX,3261,0.00020537571727201594
N8646B,3260,0.00020531273790456056
N355CA,3260,0.00020531273790456056
N637RW,3260,0.00020531273790456056
N196SY,3259,0.00020524975853710518
N643NK,3259,0.00020524975853710518
N880RW,3258,0.00020518677916964978
N8651A,3257,0.0002051237998021944
N404YX,3257,0.0002051237998021944
N607NK,3256,0.00020506082043473902
N247NN,3256,0.00020506082043473902
N427ZW,3255,0.00020499784106728364
N405YX,3255,0.00020499784106728364
N810MD,3255,0.00020499784106728364
N11127,3254,0.00020493486169982823
N796SK,3254,0.00020493486169982823
N272PQ,3254,0.00020493486169982823
N903XJ,3254,0.00020493486169982823
N636NK,3254,0.00020493486169982823
N16151,3254,0.00020493486169982823
N921XJ,3253,0.00020487188233237285
N428AW,3253,0.00020487188233237285
N368CA,3253,0.00020487188233237285
N617NK,3252,0.00020480890296491747
N653NK,3252,0.00020480890296491747
N216JQ,3251,0.0002047459235974621
N935XJ,3251,0.0002047459235974621
N11137,3250,0.00020468294423000669
N955DL,3250,0.00020468294423000669
N908FJ,3249,0.0002046199648625513
N435YX,3249,0.0002046199648625513
N980EV,3249,0.0002046199648625513
N8681M,3249,0.0002046199648625513
N13202,3247,0.00020449400612764055
N913XJ,3247,0.00020449400612764055
N238NN,3247,0.00020449400612764055
N14204,3247,0.00020449400612764055
N8527Q,3247,0.00020449400612764055
N231AN,3246,0.00020443102676018514
N8627B,3245,0.00020436804739272976
N13132,3244,0.00020430506802527438
N909XJ,3244,0.00020430506802527438
N418YX,3242,0.0002041791092903636
N8529Z,3241,0.00020411612992290822
N909EV,3240,0.00020405315055545284
N412YX,3240,0.00020405315055545284
N11194,3240,0.00020405315055545284
N607CZ,3239,0.00020399017118799743
N629NK,3239,0.00020399017118799743
N645NK,3238,0.00020392719182054205
N768SK,3238,0.00020392719182054205
N425YX,3238,0.00020392719182054205
N234JW,3238,0.00020392719182054205
N261NN,3237,0.00020386421245308667
N600LR,3237,0.00020386421245308667
N252NN,3236,0.0002038012330856313
N411YX,3236,0.0002038012330856313
N21130,3236,0.0002038012330856313
N751EV,3236,0.0002038012330856313
N501MJ,3235,0.00020373825371817588
N175SY,3235,0.00020373825371817588
N136EV,3235,0.00020373825371817588
N881AS,3235,0.00020373825371817588
N879AS,3234,0.0002036752743507205
N927EV,3234,0.0002036752743507205
N921AT,3233,0.00020361229498326512
N908XJ,3232,0.00020354931561580974
N459AW,3232,0.00020354931561580974
N8546V,3231,0.00020348633624835434
N438SW,3230,0.00020342335688089896
N8699A,3230,0.00020342335688089896
N834AE,3230,0.00020342335688089896
N902EV,3230,0.00020342335688089896
N432AW,3230,0.00020342335688089896
N857RW,3230,0.00020342335688089896
N214JQ,3230,0.00020342335688089896
N780SK,3230,0.00020342335688089896
N8540V,3229,0.00020336037751344358
N257NN,3229,0.00020336037751344358
N461AW,3229,0.00020336037751344358
N8501V,3228,0.0002032973981459882
N8632A,3228,0.0002032973981459882
N209JQ,3227,0.0002032344187785328
N608SK,3226,0.0002031714394110774
N631NK,3226,0.0002031714394110774
N173SY,3225,0.00020310846004362203
N604CZ,3225,0.00020310846004362203
N612CZ,3224,0.00020304548067616665
N651NK,3224,0.00020304548067616665
N439AW,3224,0.00020304548067616665
N238FR,3224,0.00020304548067616665
N915XJ,3224,0.00020304548067616665
N803AE,3224,0.00020304548067616665
N431YX,3224,0.00020304548067616665
N442YX,3223,0.00020298250130871125
N248NN,3223,0.00020298250130871125
N232FR,3222,0.00020291952194125587
N448AW,3222,0.00020291952194125587
N8555Z,3222,0.00020291952194125587
N8676A,3221,0.0002028565425738005
N8698B,3220,0.0002027935632063451
N245NN,3220,0.0002027935632063451
N8542Z,3220,0.0002027935632063451
N8515X,3220,0.0002027935632063451
N236FR,3219,0.0002027305838388897
N604LR,3219,0.0002027305838388897
N8629A,3219,0.0002027305838388897
N909FJ,3219,0.0002027305838388897
N413YX,3219,0.0002027305838388897
N8686A,3218,0.00020266760447143432
N430YX,3218,0.00020266760447143432
N379CA,3218,0.00020266760447143432
N243NN,3217,0.00020260462510397894
N8530W,3217,0.00020260462510397894
N14186,3217,0.00020260462510397894
N554CA,3216,0.00020254164573652354
N601NK,3216,0.00020254164573652354
N224NN,3216,0.00020254164573652354
N376CA,3215,0.00020247866636906816
N955AT,3215,0.00020247866636906816
N622NK,3215,0.00020247866636906816
N8640D,3215,0.00020247866636906816
N174GJ,3214,0.00020241568700161278
N8519R,3213,0.0002023527076341574
N8658A,3213,0.0002023527076341574
N8531Q,3213,0.0002023527076341574
N8553W,3212,0.000202289728266702
N409YX,3212,0.000202289728266702
N806SK,3212,0.000202289728266702
N8638A,3212,0.000202289728266702
N443AW,3211,0.0002022267488992466
N8520Q,3211,0.0002022267488992466
N635CZ,3211,0.0002022267488992466
N8694E,3211,0.0002022267488992466
N442AW,3210,0.00020216376953179123
N625NK,3210,0.00020216376953179123
N27190,3210,0.00020216376953179123
N607SK,3210,0.00020216376953179123
N605LR,3210,0.00020216376953179123
N8524Z,3210,0.00020216376953179123
N8525S,3210,0.00020216376953179123
N942LR,3209,0.00020210079016433585
N182SY,3208,0.00020203781079688044
N8518R,3208,0.00020203781079688044
N8535S,3207,0.00020197483142942506
N437YX,3207,0.00020197483142942506
N14125,3207,0.00020197483142942506
N8660A,3207,0.00020197483142942506
N8668A,3207,0.00020197483142942506
N8507C,3207,0.00020197483142942506
N904XJ,3206,0.00020191185206196969
N868AS,3206,0.00020191185206196969
N8538V,3206,0.00020191185206196969
N8539V,3205,0.0002018488726945143
N11113,3204,0.0002017858933270589
N12157,3204,0.0002017858933270589
N624NK,3204,0.0002017858933270589
N606AE,3203,0.00020172291395960352
N259NN,3203,0.00020172291395960352
N34111,3203,0.00020172291395960352
N439YX,3203,0.00020172291395960352
N815AE,3203,0.00020172291395960352
N240NN,3202,0.00020165993459214814
N230NN,3202,0.00020165993459214814
N948AT,3202,0.00020165993459214814
N235FR,3202,0.00020165993459214814
N8532S,3202,0.00020165993459214814
N912XJ,3201,0.00020159695522469276
N8645A,3201,0.00020159695522469276
N634NK,3201,0.00020159695522469276
N8545V,3201,0.00020159695522469276
N8626B,3201,0.00020159695522469276
N8644C,3201,0.00020159695522469276
N8547V,3200,0.00020153397585723735
N8672F,3200,0.00020153397585723735
N8674B,3200,0.00020153397585723735
N8692F,3200,0.00020153397585723735
N8986B,3200,0.00020153397585723735
N8537Z,3200,0.00020153397585723735
N8528Q,3200,0.00020153397585723735
N8512U,3200,0.00020153397585723735
N8508W,3200,0.00020153397585723735
N221NN,3199,0.00020147099648978197
N548CA,3199,0.00020147099648978197
N208JQ,3199,0.00020147099648978197
N628CZ,3199,0.00020147099648978197
N950UW,3198,0.0002014080171223266
N434YX,3198,0.0002014080171223266
N8635F,3198,0.0002014080171223266
N851AE,3197,0.00020134503775487121
N8678E,3197,0.00020134503775487121
N294PQ,3197,0.00020134503775487121
N8652B,3196,0.0002012820583874158
N233FR,3196,0.0002012820583874158
N8628A,3196,0.0002012820583874158
N295PQ,3195,0.00020121907901996043
N609CZ,3195,0.00020121907901996043
N8630B,3194,0.00020115609965250505
N826AE,3194,0.00020115609965250505
N8669B,3194,0.00020115609965250505
N424YX,3194,0.00020115609965250505
N748EV,3194,0.00020115609965250505
N8696E,3194,0.00020115609965250505
N8664J,3193,0.00020109312028504967
N8556Z,3193,0.00020109312028504967
N204JQ,3192,0.00020103014091759426
N230FR,3192,0.00020103014091759426
N8523W,3192,0.00020103014091759426
N8928A,3192,0.00020103014091759426
N8656B,3192,0.00020103014091759426
N471ZW,3191,0.00020096716155013888
N641NK,3191,0.00020096716155013888
N195PQ,3191,0.00020096716155013888
N8683D,3190,0.0002009041821826835
N626NK,3190,0.0002009041821826835
N8649A,3190,0.0002009041821826835
N225NN,3190,0.0002009041821826835
N928XJ,3189,0.0002008412028152281
N402YX,3189,0.0002008412028152281
N8522P,3189,0.0002008412028152281
N11191,3189,0.0002008412028152281
N8918B,3187,0.00020071524408031734
N8647A,3187,0.00020071524408031734
N8693A,3187,0.00020071524408031734
N8657B,3187,0.00020071524408031734
N8554X,3187,0.00020071524408031734
N8679A,3187,0.00020071524408031734
N21144,3187,0.00020071524408031734
N930XJ,3185,0.00020058928534540655
N8642E,3184,0.00020052630597795117
N420YX,3184,0.00020052630597795117
N8689C,3184,0.00020052630597795117
N8663A,3184,0.00020052630597795117
N8661A,3184,0.00020052630597795117
N322FR,3184,0.00020052630597795117
N228PQ,3184,0.00020052630597795117
N8536Z,3183,0.0002004633266104958
N8510E,3183,0.0002004633266104958
N686BR,3183,0.0002004633266104958
N8543Z,3183,0.0002004633266104958
N8695D,3182,0.0002004003472430404
N8526W,3182,0.0002004003472430404
N8654B,3182,0.0002004003472430404
N8682B,3182,0.0002004003472430404
N236NN,3181,0.000200337367875585
N8837B,3181,0.000200337367875585
N8675A,3181,0.000200337367875585
N984DL,3181,0.000200337367875585
N317CA,3181,0.000200337367875585
N837AE,3181,0.000200337367875585
N223NN,3181,0.000200337367875585
N153GJ,3180,0.00020027438850812963
N602CZ,3180,0.00020027438850812963
N608NK,3180,0.00020027438850812963
N609NK,3179,0.00020021140914067425
N443YX,3179,0.00020021140914067425
N8631A,3179,0.00020021140914067425
N8548P,3179,0.00020021140914067425
N8684F,3179,0.00020021140914067425
N8504G,3178,0.00020014842977321887
N16112,3178,0.00020014842977321887
N221PS,3178,0.00020014842977321887
N8680C,3177,0.00020008545040576346
N158GJ,3177,0.00020008545040576346
N8558Z,3177,0.00020008545040576346
N433YX,3177,0.00020008545040576346
N166GJ,3176,0.00020002247103830808
N246NN,3176,0.00020002247103830808
N8502Z,3176,0.00020002247103830808
N324FR,3175,0.0001999594916708527
N206JQ,3175,0.0001999594916708527
N8517F,3175,0.0001999594916708527
N500WR,3175,0.0001999594916708527
N8685B,3175,0.0001999594916708527
N914XJ,3174,0.00019989651230339732
N874AS,3174,0.00019989651230339732
N408YX,3174,0.00019989651230339732
