airline_id,frequency,relative_frequency
19690.0,57,0.018787079762689517
20378.0,57,0.018787079762689517
20402.0,57,0.018787079762689517
20500.0,57,0.018787079762689517
20151.0,57,0.018787079762689517
19393.0,57,0.018787079762689517
21352.0,57,0.018787079762689517
20195.0,57,0.018787079762689517
20452.0,57,0.018787079762689517
20377.0,57,0.018787079762689517
20108.0,57,0.018787079762689517
19805.0,57,0.018787079762689517
20007.0,57,0.018787079762689517
20416.0,57,0.018787079762689517
20398.0,57,0.018787079762689517
19790.0,57,0.018787079762689517
20372.0,57,0.018787079762689517
20408.0,57,0.018787079762689517
21167.0,57,0.018787079762689517
20177.0,57,0.018787079762689517
21634.0,57,0.018787079762689517
20363.0,57,0.018787079762689517
20368.0,57,0.018787079762689517
20107.0,57,0.018787079762689517
20436.0,57,0.018787079762689517
20370.0,57,0.018787079762689517
19977.0,57,0.018787079762689517
19874.0,57,0.018787079762689517
20453.0,57,0.018787079762689517
19930.0,57,0.018787079762689517
20397.0,57,0.018787079762689517
19917.0,57,0.018787079762689517
20304.0,57,0.018787079762689517
20190.0,57,0.018787079762689517
20405.0,57,0.018787079762689517
20100.0,57,0.018787079762689517
20166.0,57,0.018787079762689517
20409.0,57,0.018787079762689517
19687.0,57,0.018787079762689517
20447.0,57,0.018787079762689517
20422.0,57,0.018787079762689517
21629.0,56,0.01845748187211602
20366.0,56,0.01845748187211602
20169.0,56,0.01845748187211602
20207.0,55,0.01812788398154252
20310.0,53,0.01746868820039552
21652.0,51,0.016809492419248517
21161.0,43,0.014172709294660513
21492.0,40,0.013183915622940013
21171.0,36,0.011865524060646011
20046.0,36,0.011865524060646011
21645.0,33,0.010876730388925511
20287.0,33,0.010876730388925511
20149.0,26,0.008569545154911009
20308.0,24,0.007910349373764008
21650.0,24,0.007910349373764008
20448.0,24,0.007910349373764008
21712.0,21,0.006921555702043507
21974.0,12,0.003955174686882004
21236.0,9,0.002966381015161503
20355.0,6,0.001977587343441002
20203.0,3,0.000988793671720501
,0,0.0
