origin,frequency,relative_frequency
FNT,1353,0.0005756229427223263
WAA,1346,0.0005726448491531791
GJT,1342,0.0005709430813993806
LKE,1339,0.0005696667555840318
TTN,1338,0.0005692413136455822
SXM,1336,0.000568390429768683
DUB,1334,0.0005675395458917838
TVC,1331,0.000566263220076435
SWF,1328,0.000564986894261086
CHO,1324,0.0005632851265072876
GRU,1311,0.0005577543813074427
BED,1300,0.0005530745199844969
HRL,1297,0.000551798194169148
ENV,1296,0.0005513727522306985
PKA,1295,0.0005509473102922488
ZRH,1289,0.0005483946586615512
KIX,1263,0.0005373331682618612
TPE,1254,0.0005335041908158147
KGX,1242,0.0005283988875544193
HAV,1228,0.0005224427004161248
MQY,1226,0.0005215918165392255
AVP,1202,0.0005113812100164348
JAC,1195,0.0005084031164472875
FCA,1187,0.0005049995809396907
OBU,1180,0.0005020214873705433
FYU,1172,0.0004986179518629465
ECP,1171,0.0004981925099244968
ANV,1164,0.0004952144163553495
LFT,1135,0.00048287660014031074
SCL,1133,0.0004820257162634115
FCO,1120,0.0004764949710635666
AMA,1113,0.00047351687749441925
LNK,1104,0.00046968790004837274
LGW,1103,0.0004692624581099231
PAP,1103,0.0004692624581099231
MCG,1100,0.0004679861322945743
VNY,1099,0.0004675606903561247
RDM,1098,0.0004671352484176751
DUT,1089,0.00046330627097162857
KIN,1086,0.0004620299451562797
SHX,1081,0.0004599027354640316
CDB,1079,0.00045905185158713244
CRW,1072,0.0004560737580179851
UIO,1071,0.0004556483160795355
HSL,1059,0.0004505430128181402
NUL,1059,0.0004505430128181402
EYW,1058,0.00045011757087969057
MAN,1034,0.00043990696435689984
EVV,1033,0.0004394815224184502
GST,1032,0.0004390560804800006
TOL,1030,0.00043820519660310136
GNU,1028,0.0004373543127262022
BMI,1024,0.0004356525449724037
TLA,1023,0.0004352271030339541
BZE,1015,0.0004318235675263572
BJX,1014,0.0004313981255879076
CPH,1012,0.00043054724171100834
STI,1008,0.0004288454739572099
HOM,1007,0.0004284200320187603
AKP,1006,0.0004279945900803107
MGA,1005,0.00042756914814186107
SVA,1002,0.0004262928223265122
DRG,985,0.0004190603093728688
MDE,979,0.0004165076577421711
MOT,973,0.00041395500611147345
AGS,972,0.00041352956417302383
CRP,971,0.0004131041222345742
GAM,965,0.00041055147060387655
POS,964,0.00041012602866542694
DXB,960,0.00040842426091162846
KAL,959,0.00040799881897317884
GFK,957,0.00040714793509627966
MOB,953,0.0004054461673424812
BDA,944,0.0004016171898964347
KEH,940,0.0003999154221426362
HNH,937,0.0003986390963272874
YHM,932,0.0003965118866350393
MTJ,921,0.00039183202531209357
CPR,910,0.0003871521639891478
KTB,899,0.00038247230266620207
STX,896,0.00038119597685085327
RBY,888,0.0003777924413432563
RST,888,0.0003777924413432563
IST,886,0.00037694155746635714
TRI,870,0.0003701344864511633
BCN,855,0.00036375285737441914
YHZ,842,0.00035822211217457415
IDA,838,0.0003565203444207757
MRY,834,0.00035481857666697726
SCE,833,0.00035439313472852764
TOG,830,0.0003531168089131788
MVY,828,0.00035226592503627955
TLV,824,0.00035056415728248113
ASE,823,0.0003501387153440315
CZM,814,0.000346309737897985
KYU,808,0.0003437570862672873
GNV,803,0.00034162987657503926
SLQ,801,0.00034077899269814
PHF,798,0.00033950266688279117
MGM,795,0.0003382263410674423
SYD,790,0.0003360991313751943
MLB,787,0.0003348228055598454
QRO,782,0.0003326955958675974
PTU,778,0.0003309938281137989
ENA,776,0.00033014294423689967
KNW,770,0.000327590292606202
HND,764,0.0003250376409755043
KLN,759,0.00032291043128325627
SNN,752,0.000319932337714109
BLD,748,0.0003182305699603105
EZE,744,0.00031652880220651205
ITO,737,0.0003135507086373648
FAY,736,0.00031312526669891516
CKD,733,0.0003118489408835663
A43,730,0.0003105726150682175
DRO,725,0.0003084454053759694
MHR,722,0.0003071690795606206
CWA,717,0.0003050418698683725
BTI,714,0.00030376554405302366
PGA,714,0.00030376554405302366
BRU,713,0.00030334010211457405
AZO,713,0.00030334010211457405
PSG,713,0.00030334010211457405
MRI,707,0.0003007874504838764
ANU,707,0.0003007874504838764
HYL,707,0.0003007874504838764
CGA,706,0.00030036200854542677
NGO,704,0.00029951112466852754
BGI,704,0.00029951112466852754
MXP,701,0.00029823479885317873
ARN,701,0.00029823479885317873
TAL,701,0.00029823479885317873
LUX,701,0.00029823479885317873
CLL,699,0.0002973839149762795
HTS,698,0.0002969584730378299
VEE,695,0.000295682147222481
VQS,694,0.0002952567052840314
EGE,693,0.0002948312633455818
SDP,691,0.0002939803794686826
HNS,688,0.00029270405365333375
AET,687,0.00029227861171488413
DLH,686,0.0002918531697764345
CKB,686,0.0002918531697764345
ARC,683,0.00029057684396108566
SKB,682,0.00029015140202263604
CHU,679,0.00028887507620728724
DOH,678,0.0002884496342688376
CDV,677,0.000288024192330388
GRK,672,0.0002858969826381399
MBS,669,0.0002846206568227911
AIN,665,0.00028291888906899264
FPO,662,0.0002816425632536438
SBP,659,0.000280366237438295
DAB,657,0.00027951535356139575
HDN,655,0.0002786644696844965
SGY,654,0.0002782390277460469
MHH,649,0.00027611181805379885
PBG,648,0.00027568637611534924
UVF,647,0.0002752609341768996
BFL,644,0.00027398460836155076
KAE,637,0.0002710065147924035
KNK,636,0.00027058107285395387
BTT,632,0.0002688793051001554
OSL,627,0.00026675209540790736
COU,617,0.00026249767602341123
YAK,616,0.0002620722340849616
MZT,606,0.0002578178147004655
IAG,606,0.0002578178147004655
MLM,604,0.00025696693082356625
CPX,601,0.0002556906050082174
LIS,596,0.00025356339531596936
OLH,596,0.00025356339531596936
IGG,594,0.0002527125114390701
PTH,594,0.0002527125114390701
ELM,593,0.0002522870695006205
CCS,588,0.00025015985980837246
MNL,588,0.00025015985980837246
NNL,585,0.0002488835339930236
OPF,577,0.0002454799984854267
CTG,576,0.0002450545565469771
STS,573,0.00024377823073162824
ROP,572,0.00024335278879317863
ZIH,572,0.00024335278879317863
GCN,569,0.0002420764629778298
HUS,569,0.0002420764629778298
NUI,568,0.00024165102103938018
SVO,563,0.00023952381134713212
PIZ,561,0.00023867292747023288
ORI,553,0.000235269391962636
KGK,552,0.00023484395002418637
CSG,550,0.00023399306614728716
RDV,547,0.0002327167403319383
KMO,546,0.00023229129839348869
KCC,542,0.00023058953063969024
MKK,539,0.0002293132048243414
YMX,538,0.0002288877628858918
KOZ,532,0.0002263351112551941
AKK,531,0.0002259096693167445
FRG,524,0.00022293157574759722
ATK,523,0.0002225061338091476
AKL,521,0.00022165524993224836
KLL,519,0.00022080436605534915
OAJ,519,0.00022080436605534915
GRI,518,0.00022037892411689954
OTH,508,0.0002161245047324034
ROW,506,0.00021527362085550417
CMI,500,0.0002127209692248065
WRG,498,0.00021187008534790728
MYU,496,0.00021101920147100804
MID,496,0.00021101920147100804
SUN,495,0.00021059375953255842
MLU,494,0.00021016831759410883
SNP,494,0.00021016831759410883
SPI,494,0.00021016831759410883
SCK,493,0.00020974287565565921
CGN,493,0.00020974287565565921
HLN,491,0.00020889199177875998
KLW,490,0.00020846654984031036
BLV,487,0.00020719022402496153
ABI,485,0.0002063393401480623
EGX,484,0.00020591389820961268
LSE,484,0.00020591389820961268
LNY,481,0.00020463757239426385
YKM,481,0.00020463757239426385
KEK,480,0.00020421213045581423
FMN,479,0.0002037866885173646
CXF,479,0.0002037866885173646
USA,475,0.00020208492076356617
PAE,474,0.00020165947882511655
GYE,471,0.00020038315300976772
ILN,462,0.0001965541755637212
EWN,461,0.0001961287336252716
GIG,458,0.00019485240780992276
LBE,454,0.0001931506400561243
ESD,452,0.00019229975617922508
HYA,450,0.00019144887230232584
KYK,449,0.00019102343036387623
LWS,447,0.00019017254648697702
BVU,442,0.00018804533679472895
PSM,440,0.00018719445291782972
PIP,440,0.00018719445291782972
WBQ,437,0.0001859181271024809
CUU,433,0.00018421635934868242
MHK,430,0.0001829400335333336
POP,428,0.00018208914965643435
SIG,427,0.00018166370771798476
YQB,426,0.00018123826577953514
ISN,425,0.00018081282384108552
FRD,423,0.0001799619399641863
BJI,421,0.00017911105608728708
CPS,420,0.00017868561414883746
SRV,419,0.00017826017221038784
AGN,418,0.00017783473027193822
RMP,416,0.000176983846395039
WSN,413,0.00017570752057969016
LUK,412,0.00017528207864124057
RTB,411,0.00017485663670279095
PVU,409,0.0001740057528258917
ITH,407,0.0001731548689489925
TLC,405,0.00017230398507209327
PPG,400,0.0001701767753798452
HHR,400,0.0001701767753798452
SGU,399,0.00016975133344139558
DUS,398,0.00016932589150294596
GEO,397,0.00016890044956449635
YWH,395,0.00016804956568759714
STN,392,0.00016677323987224828
AUH,389,0.00016549691405689945
1G4,387,0.00016464603018000022
EDA,386,0.00016422058824155063
SLW,386,0.00016422058824155063
JHM,384,0.0001633697043646514
GVA,384,0.0001633697043646514
TWF,384,0.0001633697043646514
LTN,383,0.00016294426242620177
JQF,383,0.00016294426242620177
YTZ,382,0.00016251882048775215
CAN,380,0.00016166793661085294
ABY,379,0.00016124249467240333
ACT,379,0.00016124249467240333
VIE,378,0.0001608170527339537
TKE,376,0.0001599661688570545
ERI,376,0.0001599661688570545
RBG,375,0.00015954072691860488
CLP,375,0.00015954072691860488
TIQ,368,0.00015656263334945758
SAF,368,0.00015656263334945758
GND,368,0.00015656263334945758
FSM,365,0.00015528630753410875
ZCL,364,0.00015486086559565913
AGU,363,0.00015443542365720951
FOK,363,0.00015443542365720951
SNU,361,0.0001535845397803103
ACV,360,0.0001531590978418607
DQS,359,0.00015273365590341107
LBG,357,0.00015188277202651183
CUR,356,0.00015145733008806221
FLG,355,0.00015103188814961262
NGU,354,0.000150606446211163
PTA,354,0.000150606446211163
FBK,353,0.00015018100427271339
SJT,349,0.00014847923651891494
BFF,349,0.00014847923651891494
YNG,348,0.00014805379458046532
YYJ,346,0.00014720291070356608
CIK,344,0.00014635202682666688
VCP,342,0.00014550114294976764
MKC,341,0.00014507570101131802
STG,341,0.00014507570101131802
GGT,340,0.00014465025907286843
PTP,340,0.00014465025907286843
PDT,339,0.0001442248171344188
MQT,339,0.0001442248171344188
LCH,337,0.00014337393325751957
WWP,336,0.00014294849131906996
MMU,336,0.00014294849131906996
HGR,332,0.0001412467235652715
LGG,330,0.0001403958396883723
TKJ,330,0.0001403958396883723
KPV,329,0.00013997039774992268
WAW,328,0.00013954495581147306
EAT,326,0.00013869407193457383
EIS,324,0.00013784318805767462
KCG,323,0.000137417746119225
KCQ,322,0.00013699230418077538
BON,320,0.00013614142030387617
BRD,320,0.00013614142030387617
CYS,320,0.00013614142030387617
TN8,317,0.00013486509448852732
EAA,315,0.00013401421061162808
BIM,315,0.00013401421061162808
HOG,314,0.0001335887686731785
SLP,312,0.00013273788479627925
PUB,312,0.00013273788479627925
SCF,311,0.00013231244285782963
EXI,310,0.00013188700091938002
KCL,308,0.0001310361170424808
PEC,307,0.0001306106751040312
ELV,306,0.00013018523316558157
PDB,305,0.00012975979122713195
MEL,305,0.00012975979122713195
EDI,304,0.00012933434928868236
MTM,304,0.00012933434928868236
GYY,304,0.00012933434928868236
TYE,301,0.0001280580234733335
JRV,301,0.0001280580234733335
NKI,300,0.0001276325815348839
RDD,300,0.0001276325815348839
LBF,299,0.0001272071395964343
ELH,295,0.00012550537184263582
CMX,295,0.00012550537184263582
LAF,295,0.00012550537184263582
BFM,292,0.000124229046027287
TVF,291,0.00012380360408883738
LMT,289,0.00012295272021193817
SPS,289,0.00012295272021193817
SMX,289,0.00012295272021193817
DEL,289,0.00012295272021193817
YXE,287,0.00012210183633503893
MCN,287,0.00012210183633503893
CMW,286,0.00012167639439658931
ADS,285,0.00012125095245813971
PPV,282,0.00011997462664279087
LYH,281,0.00011954918470434125
LUR,280,0.00011912374276589164
NIB,280,0.00011912374276589164
TCL,280,0.00011912374276589164
PUS,277,0.0001178474169505428
ORH,275,0.00011699653307364358
PDK,275,0.00011699653307364358
YXU,274,0.00011657109113519396
MLY,272,0.00011572020725829474
LUP,269,0.0001144438814429459
GLA,268,0.00011401843950449628
TWA,267,0.00011359299756604667
ZLO,266,0.00011316755562759706
SUX,265,0.00011274211368914745
NLG,265,0.00011274211368914745
SBY,264,0.00011231667175069783
TCT,264,0.00011231667175069783
UGS,263,0.00011189122981224821
KXA,263,0.00011189122981224821
KBC,261,0.00011104034593534899
SVS,260,0.00011061490399689937
PLN,258,0.00010976402012000015
PPT,258,0.00010976402012000015
VRB,256,0.00010891313624310093
KPB,255,0.00010848769430465131
PIR,253,0.00010763681042775209
PML,250,0.00010636048461240324
FDF,249,0.00010593504267395364
DRT,248,0.00010550960073550402
BKL,247,0.00010508415879705442
ORY,247,0.00010508415879705442
PGV,245,0.00010423327492015518
NCE,243,0.00010338239104325596
SOV,241,0.00010253150716635673
GUP,241,0.00010253150716635673
LEB,240,0.00010210606522790712
ZXM,240,0.00010210606522790712
MNT,239,0.00010168062328945751
LAW,237,0.00010082973941255827
COD,232,9.870252972031021e-05
YYT,232,9.870252972031021e-05
NAN,232,9.870252972031021e-05
IRC,229,9.742620390496138e-05
KVC,229,9.742620390496138e-05
7AK,228,9.700076196651176e-05
BKW,227,9.657532002806215e-05
SLN,226,9.614987808961254e-05
JED,225,9.572443615116292e-05
PWK,224,9.529899421271332e-05
GCK,224,9.529899421271332e-05
FAB,224,9.529899421271332e-05
YQR,223,9.48735522742637e-05
PGM,222,9.444811033581408e-05
GKN,221,9.402266839736448e-05
SYB,221,9.402266839736448e-05
DGO,220,9.359722645891486e-05
EAR,220,9.359722645891486e-05
AXA,220,9.359722645891486e-05
TGU,220,9.359722645891486e-05
FOE,219,9.317178452046524e-05
TNC,219,9.317178452046524e-05
TXL,219,9.317178452046524e-05
TYR,219,9.317178452046524e-05
CEC,219,9.317178452046524e-05
SKW,218,9.274634258201564e-05
KEB,218,9.274634258201564e-05
PIH,218,9.274634258201564e-05
CLO,216,9.189545870511641e-05
BWG,215,9.14700167666668e-05
APF,214,9.104457482821718e-05
GGG,213,9.061913288976757e-05
BAQ,211,8.976824901286835e-05
VCE,210,8.934280707441873e-05
MEI,210,8.934280707441873e-05
HTO,210,8.934280707441873e-05
DPA,210,8.934280707441873e-05
SBH,209,8.891736513596911e-05
PSE,208,8.84919231975195e-05
AMM,208,8.84919231975195e-05
BNE,208,8.84919231975195e-05
GTR,208,8.84919231975195e-05
DHN,208,8.84919231975195e-05
UTM,208,8.84919231975195e-05
LWB,208,8.84919231975195e-05
IMT,207,8.806648125906989e-05
ALZ,207,8.806648125906989e-05
HUX,206,8.764103932062028e-05
PIB,205,8.721559738217067e-05
CDC,205,8.721559738217067e-05
HVN,204,8.679015544372105e-05
ALO,204,8.679015544372105e-05
PQI,203,8.636471350527144e-05
PBC,203,8.636471350527144e-05
ATH,202,8.593927156682182e-05
MCW,202,8.593927156682182e-05
EMA,201,8.551382962837222e-05
SBD,200,8.50883876899226e-05
BGM,198,8.423750381302338e-05
APC,198,8.423750381302338e-05
GUC,197,8.381206187457376e-05
YLW,196,8.338661993612414e-05
EAU,195,8.296117799767454e-05
JLN,194,8.253573605922492e-05
KKB,194,8.253573605922492e-05
HEL,193,8.211029412077531e-05
CIU,192,8.16848521823257e-05
MHM,192,8.16848521823257e-05
PBM,192,8.16848521823257e-05
CVO,192,8.16848521823257e-05
RIV,191,8.125941024387608e-05
MKG,189,8.040852636697685e-05
APN,189,8.040852636697685e-05
L41,188,7.998308442852725e-05
ADK,187,7.955764249007763e-05
MWH,187,7.955764249007763e-05
ABR,186,7.913220055162801e-05
HYG,186,7.913220055162801e-05
CTU,185,7.870675861317841e-05
LEJ,184,7.828131667472879e-05
SZX,183,7.785587473627918e-05
RHI,183,7.785587473627918e-05
WMK,183,7.785587473627918e-05
HMO,183,7.785587473627918e-05
FUK,182,7.743043279782957e-05
LTO,182,7.743043279782957e-05
CXH,182,7.743043279782957e-05
NYL,181,7.700499085937995e-05
MAJ,181,7.700499085937995e-05
RCE,181,7.700499085937995e-05
EWB,181,7.700499085937995e-05
CGO,181,7.700499085937995e-05
SWO,180,7.657954892093034e-05
FXE,180,7.657954892093034e-05
MAR,178,7.572866504403111e-05
PKB,177,7.53032231055815e-05
FOD,177,7.53032231055815e-05
UGI,177,7.53032231055815e-05
CEZ,176,7.487778116713188e-05
TUP,176,7.487778116713188e-05
STC,175,7.445233922868228e-05
ONP,174,7.402689729023266e-05
ESC,174,7.402689729023266e-05
APA,174,7.402689729023266e-05
GDC,173,7.360145535178304e-05
EHM,173,7.360145535178304e-05
KPY,172,7.317601341333344e-05
OWB,172,7.317601341333344e-05
TXK,171,7.275057147488382e-05
MAO,171,7.275057147488382e-05
YUM,170,7.232512953643421e-05
OGD,170,7.232512953643421e-05
RKS,170,7.232512953643421e-05
KPR,170,7.232512953643421e-05
TRC,169,7.18996875979846e-05
XWA,169,7.18996875979846e-05
FLO,169,7.18996875979846e-05
ROR,168,7.147424565953498e-05
LNS,168,7.147424565953498e-05
DIK,168,7.147424565953498e-05
BMG,168,7.147424565953498e-05
DQL,164,6.977247790573653e-05
JZT,163,6.934703596728691e-05
SUS,163,6.934703596728691e-05
BSB,162,6.892159402883731e-05
HHH,162,6.892159402883731e-05
OGS,161,6.849615209038769e-05
TCB,161,6.849615209038769e-05
RBH,161,6.849615209038769e-05
BID,160,6.807071015193809e-05
BRL,160,6.807071015193809e-05
DVL,159,6.764526821348847e-05
KWP,158,6.721982627503885e-05
UGN,156,6.636894239813963e-05
DOM,156,6.636894239813963e-05
DBQ,156,6.636894239813963e-05
VCT,155,6.594350045969001e-05
JST,154,6.55180585212404e-05
FBS,153,6.509261658279079e-05
MGW,153,6.509261658279079e-05
ADD,152,6.466717464434118e-05
GCC,151,6.424173270589156e-05
IKO,151,6.424173270589156e-05
FNL,150,6.381629076744194e-05
BCT,150,6.381629076744194e-05
BPT,149,6.339084882899234e-05
HII,149,6.339084882899234e-05
CZF,149,6.339084882899234e-05
MMH,148,6.296540689054272e-05
MCE,148,6.296540689054272e-05
IPT,148,6.296540689054272e-05
SHD,148,6.296540689054272e-05
UTO,148,6.296540689054272e-05
GYD,148,6.296540689054272e-05
05A,148,6.296540689054272e-05
JNB,147,6.253996495209312e-05
VDZ,147,6.253996495209312e-05
IPL,147,6.253996495209312e-05
PVC,147,6.253996495209312e-05
YQX,146,6.21145230136435e-05
CLM,146,6.21145230136435e-05
LOS,146,6.21145230136435e-05
DEC,145,6.168908107519388e-05
LRM,145,6.168908107519388e-05
LGD,145,6.168908107519388e-05
KFP,145,6.168908107519388e-05
KZB,144,6.126363913674427e-05
BKG,144,6.126363913674427e-05
HIB,144,6.126363913674427e-05
STR,144,6.126363913674427e-05
KOY,143,6.0838197198294656e-05
