crs_dep_time,frequency,relative_frequency
1001,8033,0.0005043483010657364
1422,8029,0.0005040971628603009
1444,8010,0.0005029042563844825
1226,8002,0.0005024019799736117
1026,7957,0.0004995766751624629
1756,7953,0.0004993255369570275
1102,7928,0.0004977559231730559
1954,7927,0.000497693138621697
956,7912,0.0004967513703513141
1654,7909,0.0004965630166972376
1532,7897,0.0004958096020809312
1511,7896,0.0004957468175295723
1006,7895,0.0004956840329782134
946,7855,0.000493172650923859
1154,7817,0.0004907868379722222
1634,7806,0.0004900962079072747
1354,7793,0.0004892800087396095
