crs_dep_time,frequency,relative_frequency
1051,9188,0.0005768644578852217
1252,9056,0.000568576897105852
701,9037,0.0005673839906300336
1519,8963,0.0005627379338294778
1129,8867,0.0005567106168990271
1744,8773,0.0005508088690712941
1344,8772,0.0005507460845199352
1752,8770,0.0005506205154172175
1249,8742,0.0005488625479791693
1106,8718,0.0005473557187465566
1029,8687,0.0005454093976544319
1427,8654,0.0005433375074595895
1809,8608,0.0005404494180970818
1753,8575,0.0005383775279022394
505,8574,0.0005383147433508805
1534,8552,0.0005369334832209856
1439,8545,0.0005364939913614736
1757,8532,0.0005356777921938084
1758,8520,0.000534924377577502
1751,8453,0.0005307178126364583
1421,8381,0.0005261973249386202
1247,8377,0.0005259461867331848
1644,8330,0.0005229953128193184
1739,8320,0.0005223674673057297
1804,8273,0.0005194165933918632
1119,8267,0.00051903988608371
1216,8224,0.000516340150375279
949,8200,0.0005148333211426663
1521,8187,0.000514017121975001
1326,8181,0.000513640414666848
1246,8151,0.0005117568781260821
1219,8131,0.0005105011870989048
1116,8123,0.0005099989106880339
1151,8086,0.0005076758822877561
729,8071,0.0005067341140173731
1624,8064,0.000506294622157861
1649,8060,0.0005060434839524256
1229,8057,0.0005058551302983491
1101,8036,0.000504536654719813
