month,frequency,relative_frequency
3,268,0.08830313014827018
2,267,0.08797364085667216
1,267,0.08797364085667216
5,267,0.08797364085667216
4,267,0.08797364085667216
9,267,0.08797364085667216
7,267,0.08797364085667216
8,265,0.08731466227347612
6,264,0.08698517298187809
11,214,0.07051070840197693
10,211,0.06952224052718287
12,211,0.06952224052718287
