fl_date,frequency,relative_frequency
2018-03-18,21712,0.0013631781791036061
2018-11-11,21707,0.001362864256346812
2018-05-01,21706,0.001362801471795453
2018-03-25,21705,0.0013627386872440942
2018-04-17,21699,0.0013623619799359409
2019-10-29,21690,0.0013617969189737111
2018-09-11,21681,0.0013612318580114814
2018-04-24,21680,0.0013611690734601225
2018-02-19,21662,0.001360038951535663
2018-03-07,21662,0.001360038951535663
2018-11-07,21659,0.0013598505978815864
2019-03-03,21656,0.00135966224422751
2018-03-11,21651,0.0013593483214707155
2018-11-01,21640,0.001358657691405768
2018-04-08,21638,0.0013585321223030503
2018-10-07,21631,0.0013580926304435383
2018-10-02,21626,0.001357778707686744
2018-04-15,21618,0.0013572764312758732
2019-10-30,21617,0.0013572136467245143
2019-07-03,21608,0.0013566485857622846
2018-11-27,21604,0.001356397447556849
2019-02-26,21599,0.0013560835248000547
2018-02-15,21595,0.0013558323865946193
2019-02-19,21584,0.0013551417565296718
2018-05-28,21519,0.001351060760691346
2018-11-19,21510,0.001350495699729116
2018-09-05,21506,0.0013502445615236806
2018-09-04,21504,0.0013501189924209629
2019-04-21,21500,0.0013498678542155273
2019-12-17,21456,0.0013471053339557375
2019-12-10,21452,0.001346854195750302
2018-11-04,21451,0.0013467914111989431
2019-01-04,21439,0.001346037996582637
2018-07-02,21412,0.0013443428136959475
2018-02-21,21412,0.0013443428136959475
2018-02-28,21409,0.001344154460041871
2018-03-06,21409,0.001344154460041871
2019-02-27,21388,0.001342835984463335
2019-01-03,21384,0.0013425848462578994
2018-01-02,21365,0.001341391939782081
2018-05-13,21338,0.0013396967568953919
2018-07-05,21332,0.0013393200495872386
2019-01-21,21312,0.0013380643585600613
2018-02-02,21306,0.0013376876512519083
2018-12-05,21286,0.001336431960224731
2019-01-06,21284,0.0013363063911220132
2018-02-09,21281,0.0013361180374679368
2018-04-01,21258,0.001334673992786683
2018-12-12,21258,0.001334673992786683
2018-02-27,21225,0.0013326021025918404
2018-02-20,21221,0.001332350964386405
2018-01-26,21220,0.0013322881798350462
2018-12-22,21195,0.0013307185660510746
2018-02-01,21150,0.0013278932612399259
2018-11-06,21147,0.0013277049075858492
2018-02-08,21142,0.001327390984829055
2018-12-29,21141,0.0013273282002776961
2018-01-19,21122,0.0013261352938018778
2018-02-05,21118,0.0013258841555964422
2019-02-13,21112,0.0013255074482882892
2018-12-18,21104,0.001325005171877418
2018-02-12,21098,0.001324628464569265
2019-02-24,21093,0.0013243145418124708
2018-01-25,21085,0.0013238122654015997
2018-11-18,21081,0.0013235611271961644
2019-01-09,21020,0.0013197312695632738
2018-11-28,21013,0.0013192917777037618
2019-08-03,20981,0.0013172826720602782
2018-10-28,20971,0.0013166548265466896
2019-07-27,20946,0.001315085212762718
2019-07-20,20944,0.0013149596436600004
2018-01-29,20936,0.0013144573672491293
2019-07-13,20930,0.0013140806599409762
2019-02-06,20911,0.0013128877534651579
2019-01-30,20889,0.0013115064933352629
2019-01-23,20886,0.0013113181396811862
2019-01-16,20881,0.001311004216924392
2018-12-02,20829,0.0013077394202537312
2019-06-29,20829,0.0013077394202537312
2018-01-11,20770,0.0013040351317235583
2018-12-16,20760,0.0013034072862099697
2018-12-11,20728,0.001301398180566486
2019-07-06,20721,0.001300958688706974
2018-12-09,20702,0.0012997657822311558
2018-12-04,20696,0.0012993890749230027
2019-06-22,20671,0.001297819461139031
2018-03-04,20662,0.0012972544001768013
2018-02-25,20623,0.0012948058026738057
2019-06-15,20604,0.0012936128961979873
2019-01-08,20566,0.0012912270832463506
2018-06-30,20554,0.0012904736686300442
2019-08-10,20543,0.0012897830385650967
2018-02-07,20500,0.0012870833028566656
2019-02-12,20460,0.0012845719208023113
2018-01-31,20434,0.0012829395224669808
2019-02-05,20418,0.001281934969645239
2019-01-29,20411,0.001281495477785727
2019-01-22,20407,0.0012812443395802916
2019-01-15,20402,0.0012809304168234972
2018-01-15,20397,0.001280616494066703
2018-01-24,20395,0.0012804909249639852
2018-10-30,20388,0.0012800514331044732
2018-07-07,20372,0.0012790468802827313
2019-02-10,20340,0.001277037774639248
2018-07-14,20309,0.0012750914535471232
2019-01-27,20306,0.0012749030998930465
2018-07-21,20305,0.0012748403153416876
2019-01-13,20300,0.0012745263925848934
2018-07-28,20288,0.001273772977968587
2018-01-18,20244,0.001271010457708797
2018-01-10,20223,0.0012696919821302609
2018-08-04,20207,0.0012686874293085192
2018-01-08,20188,0.0012674945228327008
2018-01-22,20181,0.0012670550309731889
2019-06-08,20166,0.0012661132627028058
2019-08-17,20156,0.0012654854171892172
2018-06-23,20150,0.0012651087098810641
2018-01-03,20147,0.0012649203562269875
2018-06-16,20107,0.001262408974172633
2018-01-07,20106,0.001262346189621274
2018-06-09,20009,0.0012562560881394646
2018-01-12,19982,0.0012545609052527754
2018-02-13,19967,0.0012536191369823923
2018-02-06,19944,0.0012521750923011386
2019-11-23,19935,0.001251610031338909
2019-10-31,19841,0.0012457082835111758
2018-01-30,19819,0.0012443270233812808
2019-07-05,19760,0.001240622734851108
2018-02-11,19715,0.0012377974300399593
2019-01-01,19683,0.0012357883243964756
2019-03-16,19626,0.0012322096049690206
2018-08-11,19609,0.00123114226759592
2018-01-28,19584,0.0012295726538119483
2018-01-23,19580,0.0012293215156065128
2019-03-23,19536,0.001226558995346723
2019-03-30,19527,0.0012259939343844933
2019-03-09,19522,0.0012256800116276988
2018-02-14,19514,0.001225177735216828
2018-01-09,19506,0.0012246754588059571
2018-01-05,19490,0.0012236709059842154
2019-02-17,19474,0.0012226663531624735
2019-08-24,19410,0.0012186481418755065
2018-08-18,19315,0.0012126836094964145
2018-07-03,19270,0.0012098583046852658
2018-02-18,19228,0.0012072213535281936
2019-04-06,19162,0.0012030775731385088
2018-01-01,19123,0.0012006289756355132
2018-01-21,19098,0.0011990593618515415
2019-06-01,19004,0.0011931576140238086
2019-12-31,18928,0.001188385988120535
2019-05-18,18887,0.0011858118215148216
2019-05-26,18850,0.0011834887931145438
2019-10-12,18841,0.001182923732152314
2019-10-19,18807,0.0011807890574061129
2018-03-17,18761,0.001177900968043605
2019-10-05,18760,0.0011778381834922462
2019-05-04,18736,0.0011763313542596336
2018-03-24,18732,0.001176080216054198
2019-04-13,18698,0.001173945541307997
2018-03-10,18651,0.0011709946673941303
2018-12-31,18643,0.0011704923909832594
2019-04-27,18587,0.0011669764561071632
2019-01-05,18533,0.0011635860903337846
2018-11-17,18512,0.0011622676147552485
2019-03-02,18511,0.0011622048302038896
2019-10-26,18503,0.0011617025537930187
2019-05-11,18467,0.0011594423099440998
2019-02-03,18466,0.001159379525392741
2019-12-24,18459,0.001158940033533229
2019-01-20,18454,0.0011586261107764345
2018-03-31,18434,0.0011573704197492573
2018-04-07,18429,0.001157056496992463
2019-11-16,18429,0.001157056496992463
2019-09-28,18412,0.0011559891596193623
2019-11-09,18400,0.001155235745003056
2019-09-14,18400,0.001155235745003056
2019-11-02,18390,0.0011546078994894675
2019-09-21,18385,0.001154293976732673
2018-01-16,18362,0.0011528499320514194
2018-06-02,18325,0.0011505269036511414
2018-05-27,18306,0.001149333997175323
2018-07-04,18284,0.001147952737045428
2019-04-20,18261,0.0011465086923641743
2019-07-04,18257,0.0011462575541587388
2019-05-25,18221,0.0011439973103098198
2018-05-19,18196,0.0011424276965258482
2018-01-17,18191,0.001142113773769054
2018-08-25,18188,0.0011419254201149773
2019-09-07,18167,0.0011406069445364412
2018-05-05,18100,0.0011364003795953975
2018-01-14,18093,0.0011359608877358855
2018-10-31,18051,0.0011333239365788133
2018-04-28,18042,0.0011327588756165836
2019-12-25,18034,0.0011322565992057127
2018-04-21,18003,0.001130310278113588
2019-09-01,17998,0.0011299963553567936
2018-04-14,17950,0.0011269826968915682
2018-05-26,17933,0.0011259153595184676
2018-02-04,17913,0.0011246596684912904
2018-05-12,17881,0.0011226505628478068
2019-02-23,17872,0.001122085501885577
2018-10-13,17871,0.0011220227173342181
2018-10-20,17852,0.0011208298108583998
2018-10-06,17773,0.0011158698313010497
2018-09-15,17739,0.0011137351565548483
2018-09-22,17727,0.0011129817419385422
2018-09-29,17720,0.00111254225007903
2018-12-24,17708,0.0011117888354627238
2019-12-14,17633,0.001107079994110809
2018-09-02,17593,0.0011045686120564546
2019-12-07,17586,0.0011041291201969426
2018-10-27,17552,0.0011019944454507412
2018-03-03,17535,0.0011009271080776406
2019-08-31,17476,0.0010972228195474678
2018-09-08,17457,0.0010960299130716494
2018-02-24,17451,0.0010956532057634963
