dep_time,frequency,relative_frequency
1215.0,16559,0.001056822241018399
1453.0,16558,0.001056758419396259
1742.0,16550,0.0010562478464191379
1227.0,16544,0.001055864916686297
1458.0,16539,0.0010555458085755964
1258.0,16526,0.0010547161274877747
609.0,16488,0.00105229090584645
1500.0,16487,0.0010522270842243098
702.0,16482,0.0010519079761136091
703.0,16481,0.001051844154491469
1024.0,16465,0.001050823008537227
1300.0,16457,0.0010503124355601059
1735.0,16454,0.0010501209706936855
1140.0,16441,0.0010492912896058638
1430.0,16429,0.0010485254301401822
1119.0,16426,0.001048333965273762
1710.0,16425,0.0010482701436516219
1110.0,16424,0.0010482063220294817
1528.0,16421,0.0010480148571630613
624.0,16415,0.0010476319274302206
1228.0,16405,0.0010469937112088192
1123.0,16401,0.0010467384247202587
1705.0,16391,0.0010461002084988574
608.0,16372,0.001044887597678195
1126.0,16360,0.0010441217382125133
1529.0,16359,0.0010440579165903732
1652.0,16353,0.0010436749868575324
1105.0,16353,0.0010436749868575324
1550.0,16351,0.0010435473436132521
1554.0,16347,0.0010432920571246916
1505.0,16346,0.0010432282355025515
1052.0,16337,0.0010426538409032903
859.0,16333,0.0010423985544147298
1020.0,16322,0.0010416965165711885
1625.0,16316,0.0010413135868383478
1251.0,16301,0.0010403562625062458
1728.0,16291,0.0010397180462848445
1130.0,16287,0.001039462759796284
1424.0,16273,0.001038569257086322
720.0,16272,0.001038505435464182
1526.0,16272,0.001038505435464182
1429.0,16270,0.0010383777922199017
1739.0,16257,0.00103754811113208
1223.0,16255,0.0010374204678877997
1545.0,16251,0.0010371651813992392
1556.0,16242,0.001036590786799978
948.0,16238,0.0010363355003114175
1010.0,16232,0.001035952570578577
1239.0,16226,0.0010355696408457361
1229.0,16224,0.0010354419976014559
1805.0,16215,0.0010348676030021947
1558.0,16209,0.001034484673269354
1855.0,16193,0.0010334635273151118
1243.0,16193,0.0010334635273151118
1400.0,16187,0.001033080597582271
1726.0,16182,0.0010327614894715704
1235.0,16172,0.001032123273250169
1727.0,16161,0.0010314212354066276
1951.0,16153,0.0010309106624295065
805.0,16143,0.0010302724462081052
1557.0,16143,0.0010302724462081052
728.0,16140,0.0010300809813416848
1428.0,16138,0.0010299533380974048
1459.0,16135,0.0010297618732309844
1149.0,16132,0.001029570408364564
1049.0,16129,0.0010293789434981436
1741.0,16123,0.0010289960137653028
1122.0,16122,0.0010289321921431627
944.0,16122,0.0010289321921431627
607.0,16116,0.001028549262410322
1553.0,16109,0.001028102511055341
1450.0,16109,0.001028102511055341
620.0,16093,0.0010270813651010989
1244.0,16090,0.0010268899002346785
1345.0,16084,0.0010265069705018377
930.0,16077,0.0010260602191468568
1127.0,16072,0.0010257411110361561
1535.0,16069,0.0010255496461697357
1358.0,16060,0.0010249752515704745
1002.0,16057,0.0010247837867040541
1359.0,16054,0.0010245923218376338
1352.0,16032,0.001023188246150551
1001.0,16027,0.0010228691380398504
1452.0,16027,0.0010228691380398504
1128.0,16024,0.00102267767317343
1045.0,16024,0.00102267767317343
1724.0,16021,0.0010224862083070096
1620.0,16020,0.0010224223866848695
939.0,16020,0.0010224223866848695
730.0,16016,0.001022167100196309
1209.0,15996,0.0010208906677535063
1539.0,15995,0.0010208268461313662
1600.0,15994,0.001020763024509226
1527.0,15993,0.001020699202887086
1121.0,15987,0.0010203162731542452
1129.0,15978,0.001019741878554984
1435.0,15978,0.001019741878554984
1249.0,15967,0.0010190398407114425
1854.0,15949,0.0010178910515129202
818.0,15947,0.0010177634082686401
1738.0,15937,0.0010171251920472388
615.0,15936,0.0010170613704250987
1241.0,15931,0.001016742262314398
1259.0,15924,0.001016295510959417
943.0,15912,0.0010155296514937355
1427.0,15907,0.0010152105433830349
1515.0,15903,0.0010149552568944743
1242.0,15899,0.0010146999704059138
708.0,15895,0.0010144446839173533
722.0,15886,0.001013870289318092
1520.0,15882,0.0010136150028295316
709.0,15875,0.0010131682514745507
1509.0,15874,0.0010131044298524105
1538.0,15870,0.00101284914336385
1145.0,15867,0.0010126576784974296
1426.0,15852,0.0010117003541653278
740.0,15847,0.0010113812460546272
1720.0,15841,0.0010109983163217864
809.0,15835,0.0010106153865889456
1238.0,15834,0.0010105515649668055
1118.0,15825,0.0010099771703675443
1051.0,15822,0.001009785705501124
1423.0,15820,0.0010096580622568436
1804.0,15804,0.0010086369163026015
1114.0,15804,0.0010086369163026015
1248.0,15801,0.0010084454514361811
1023.0,15799,0.0010083178081919009
623.0,15792,0.00100787105683692
1208.0,15789,0.0010076795919704996
1824.0,15784,0.001007360483859799
707.0,15779,0.0010070413757490983
1204.0,15778,0.0010069775541269581
1523.0,15775,0.0010067860892605377
925.0,15768,0.0010063393379055568
1810.0,15751,0.0010052543703291748
839.0,15746,0.0010049352622184741
1340.0,15743,0.0010047437973520537
1559.0,15738,0.001004424689241353
1003.0,15732,0.0010040417595085123
1040.0,15701,0.0010020632892221682
1440.0,15701,0.0010020632892221682
1850.0,15699,0.001001935645977888
935.0,15699,0.001001935645977888
606.0,15689,0.0010012974297564866
2025.0,15682,0.0010008506784015057
626.0,15674,0.0010003401054243847
1715.0,15651,0.0009988722081151619
1630.0,15648,0.0009986807432487415
1801.0,15642,0.0009982978135159007
1026.0,15639,0.0009981063486494803
751.0,15632,0.0009976595972944994
1325.0,15627,0.0009973404891837987
729.0,15622,0.000997021381073098
1704.0,15620,0.0009968937378288178
1222.0,15619,0.0009968299162066777
1004.0,15617,0.0009967022729623974
1030.0,15617,0.0009967022729623974
1956.0,15615,0.0009965746297181171
817.0,15613,0.0009964469864738369
1048.0,15596,0.0009953620188974546
1135.0,15593,0.0009951705540310342
1219.0,15585,0.0009946599810539132
1820.0,15581,0.0009944046945653527
1552.0,15581,0.0009944046945653527
851.0,15578,0.0009942132296989323
1803.0,15575,0.0009940217648325119
1522.0,15575,0.0009940217648325119
1734.0,15571,0.0009937664783439513
1949.0,15569,0.000993638835099671
942.0,15565,0.0009933835486111106
814.0,15556,0.0009928091540118496
627.0,15552,0.000992553867523289
1651.0,15551,0.000992490045901149
706.0,15546,0.0009921709377904483
1203.0,15533,0.0009913412567026266
1214.0,15530,0.0009911497918362062
1544.0,15516,0.0009902562891262443
941.0,15505,0.0009895542512827029
1541.0,15499,0.000989171321549862
1830.0,15498,0.000989107499927722
1351.0,15493,0.0009887883918170213
1419.0,15493,0.0009887883918170213
1853.0,15480,0.0009879587107291996
834.0,15473,0.0009875119593742187
1508.0,15470,0.0009873204945077983
1207.0,15462,0.0009868099215306775
1212.0,15459,0.000986618456664257
1723.0,15458,0.000986554635042117
1113.0,15452,0.0009861717053092761
1736.0,15450,0.0009860440620649959
1344.0,15441,0.0009854696674657347
1221.0,15427,0.0009845761647557729
1826.0,15426,0.0009845123431336327
1415.0,15425,0.0009844485215114926
1823.0,15422,0.0009842570566450722
1733.0,15422,0.0009842570566450722
1624.0,15421,0.000984193235022932
2020.0,15414,0.0009837464836679511
1737.0,15411,0.0009835550188015308
845.0,15404,0.0009831082674465498
1940.0,15404,0.0009831082674465498
938.0,15400,0.0009828529809579893
1022.0,15399,0.0009827891593358492
1117.0,15398,0.000982725337713709
947.0,15394,0.0009824700512251485
1802.0,15392,0.0009823424079808683
1104.0,15391,0.0009822785863587281
1148.0,15385,0.0009818956566258873
1206.0,15374,0.0009811936187823459
1027.0,15374,0.0009811936187823459
1732.0,15369,0.0009808745106716454
1218.0,15360,0.0009803001160723843
838.0,15357,0.0009801086512059639
1422.0,15348,0.0009795342566067027
1537.0,15348,0.0009795342566067027
1247.0,15338,0.0009788960403853014
1731.0,15328,0.0009782578241639
1101.0,15324,0.0009780025376753395
1213.0,15313,0.000977300499831798
1549.0,15311,0.0009771728565875178
1507.0,15309,0.0009770452133432376
1519.0,15307,0.0009769175700989573
946.0,15307,0.0009769175700989573
1015.0,15302,0.0009765984619882566
1514.0,15295,0.0009761517106332758
611.0,15293,0.0009760240673889956
715.0,15293,0.0009760240673889956
1626.0,15288,0.0009757049592782949
1506.0,15281,0.000975258207923314
1211.0,15266,0.000974300883591212
1701.0,15261,0.0009739817754805114
1827.0,15239,0.0009725776997934286
1640.0,15228,0.0009718756619498871
1957.0,15227,0.000971811840327747
1139.0,15220,0.0009713650889727661
1702.0,15217,0.0009711736241063457
1543.0,15212,0.000970854515995645
1628.0,15210,0.0009707268727513648
1551.0,15209,0.0009706630511292246
929.0,15207,0.0009705354078849444
1709.0,15199,0.0009700248349078234
833.0,15192,0.0009695780835528425
1008.0,15190,0.0009694504403085622
1202.0,15187,0.0009692589754421419
1141.0,15184,0.0009690675105757215
1945.0,15179,0.0009687484024650208
1009.0,15172,0.0009683016511100399
1116.0,15166,0.0009679187213771991
1201.0,15164,0.0009677910781329188
1349.0,15163,0.0009677272565107787
1103.0,15160,0.0009675357916443583
1629.0,15149,0.000966833753800817
1109.0,15145,0.0009665784673122564
1703.0,15145,0.0009665784673122564
1021.0,15145,0.0009665784673122564
813.0,15142,0.000966387002445836
1445.0,15135,0.0009659402510908551
1102.0,15127,0.0009654296781137341
1627.0,15122,0.0009651105700030334
1112.0,15120,0.0009649829267587532
614.0,15118,0.0009648552835144729
1421.0,15114,0.0009645999970259124
1237.0,15108,0.0009642170672930717
841.0,15105,0.0009640256024266513
1645.0,15103,0.000963897959182371
1707.0,15101,0.0009637703159380908
613.0,15090,0.0009630682780945493
1542.0,15087,0.0009628768132281289
1418.0,15083,0.0009626215267395684
1534.0,15077,0.0009622385970067276
612.0,15076,0.0009621747753845875
1217.0,15076,0.0009621747753845875
1840.0,15073,0.0009619833105181671
1828.0,15072,0.000961919488896027
1451.0,15066,0.0009615365591631862
1935.0,15063,0.0009613450942967658
1815.0,15059,0.0009610898078082054
628.0,15056,0.000960898342941785
1925.0,15046,0.0009602601267203836
1623.0,15042,0.0009600048402318231
1324.0,15037,0.0009596857321211225
2015.0,15033,0.0009594304456325619
1809.0,15032,0.0009593666240104218
1852.0,15030,0.0009592389807661415
1234.0,15029,0.0009591751591440014
1649.0,15027,0.0009590475158997211
1504.0,15020,0.0009586007645447402
832.0,15020,0.0009586007645447402
808.0,15017,0.0009584092996783198
1138.0,15013,0.0009581540131897594
1512.0,15012,0.0009580901915676193
1305.0,15007,0.0009577710834569186
831.0,15003,0.0009575157969683581
928.0,15002,0.000957451975346218
937.0,14996,0.0009570690456133772
1548.0,14995,0.000957005223991237
843.0,14989,0.0009566222942583963
1708.0,14986,0.0009564308293919759
1216.0,14981,0.0009561117212812752
1958.0,14979,0.0009559840780369949
1047.0,14979,0.0009559840780369949
1246.0,14977,0.0009558564347927147
2024.0,14967,0.0009552182185713134
1829.0,14960,0.0009547714672163326
1343.0,14960,0.0009547714672163326
1622.0,14958,0.0009546438239720523
1417.0,14956,0.000954516180727772
1147.0,14953,0.0009543247158613516
836.0,14950,0.0009541332509949312
1438.0,14946,0.0009538779645063707
1019.0,14946,0.0009538779645063707
1536.0,14939,0.0009534312131513898
1513.0,14938,0.0009533673915292497
1722.0,14933,0.000953048283418549
1111.0,14932,0.0009529844617964089
1533.0,14929,0.0009527929969299885
1857.0,14927,0.0009526653536857082
1006.0,14920,0.0009522186023307273
1808.0,14920,0.0009522186023307273
1822.0,14917,0.000952027137464307
1236.0,14908,0.0009514527428650458
1948.0,14907,0.0009513889212429057
1330.0,14905,0.0009512612779986254
1449.0,14904,0.0009511974563764853
1144.0,14904,0.0009511974563764853
1142.0,14902,0.000951069813132205
849.0,14902,0.000951069813132205
1511.0,14899,0.0009508783482657846
1028.0,14895,0.0009506230617772241
1035.0,14892,0.0009504315969108037
1849.0,14885,0.0009499848455558228
816.0,14880,0.0009496657374451221
1712.0,14880,0.0009496657374451221
1858.0,14878,0.0009495380942008419
927.0,14873,0.0009492189860901412
1503.0,14870,0.0009490275212237209
1143.0,14865,0.0009487084131130203
924.0,14864,0.0009486445914908802
842.0,14862,0.0009485169482465999
1348.0,14862,0.0009485169482465999
1405.0,14854,0.0009480063752694788
1342.0,14846,0.0009474958022923578
1856.0,14841,0.0009471766941816571
1811.0,14829,0.0009464108347159756
1532.0,14828,0.0009463470130938354
1439.0,14828,0.0009463470130938354
1851.0,14825,0.000946155548227415
1339.0,14825,0.000946155548227415
1029.0,14822,0.0009459640833609947
1044.0,14821,0.0009459002617388546
1714.0,14816,0.000945581153628154
622.0,14815,0.0009455173320060138
934.0,14815,0.0009455173320060138
812.0,14804,0.0009448152941624724
803.0,14804,0.0009448152941624724
1845.0,14802,0.0009446876509181921
1233.0,14799,0.0009444961860517717
1007.0,14795,0.0009442408995632112
837.0,14784,0.0009435388617196697
804.0,14784,0.0009435388617196697
844.0,14781,0.0009433473968532494
1039.0,14779,0.0009432197536089691
1807.0,14772,0.0009427730022539883
1635.0,14769,0.0009425815373875679
1706.0,14756,0.0009417518562997462
1547.0,14754,0.0009416242130554659
1521.0,14752,0.0009414965698111856
1531.0,14751,0.0009414327481890455
745.0,14748,0.0009412412833226251
1518.0,14747,0.000941177461700485
1341.0,14742,0.0009408583535897843
649.0,14736,0.0009404754238569435
1046.0,14735,0.0009404116022348034
807.0,14730,0.0009400924941241028
811.0,14729,0.0009400286725019626
1517.0,14717,0.0009392628130362812
2000.0,14716,0.000939198991414141
1719.0,14716,0.000939198991414141
1437.0,14713,0.0009390075265477206
1619.0,14699,0.0009381140238377588
1431.0,14692,0.0009376672724827779
2010.0,14691,0.0009376034508606377
630.0,14690,0.0009375396292384976
1939.0,14685,0.000937220521127797
1434.0,14684,0.0009371566995056568
1014.0,14678,0.0009367737697728161
1959.0,14672,0.0009363908400399753
1107.0,14658,0.0009354973373300135
1711.0,14657,0.0009354335157078734
721.0,14648,0.0009348591211086122
1410.0,14648,0.0009348591211086122
1930.0,14646,0.0009347314778643319
1320.0,14644,0.0009346038346200517
1546.0,14625,0.0009333912237993893
1947.0,14620,0.0009330721156886886
1639.0,14618,0.0009329444724444084
1821.0,14586,0.0009309021805359242
1621.0,14577,0.0009303277859366631
1806.0,14561,0.000929306639982421
1436.0,14556,0.0009289875318717203
1310.0,14554,0.0009288598886274401
1137.0,14550,0.0009286046021388795
1146.0,14547,0.0009284131372724591
1108.0,14543,0.0009281578507838986
1721.0,14543,0.0009281578507838986
1819.0,14541,0.0009280302075396183
1648.0,14534,0.0009275834561846375
1011.0,14532,0.0009274558129403573
2030.0,14530,0.000927328169696077
1347.0,14530,0.000927328169696077
739.0,14525,0.0009270090615853764
1814.0,14512,0.0009261793804975546
749.0,14511,0.0009261155588754145
1713.0,14507,0.000925860272386854
1835.0,14502,0.0009255411642761533
1432.0,14500,0.0009254135210318731
1516.0,14497,0.0009252220561654527
1641.0,14485,0.0009244561966997712
936.0,14483,0.0009243285534554909
1859.0,14483,0.0009243285534554909
1134.0,14479,0.0009240732669669304
1323.0,14476,0.00092388180210051
1335.0,14464,0.0009231159426348284
1813.0,14453,0.000922413904791287
1338.0,14453,0.000922413904791287
1502.0,14450,0.0009222224399248666
926.0,14443,0.0009217756885698857
1718.0,14442,0.0009217118669477456
1136.0,14436,0.0009213289372149049
1231.0,14431,0.0009210098291042042
1328.0,14430,0.0009209460074820641
1444.0,14429,0.000920882185859924
801.0,14429,0.000920882185859924
1938.0,14392,0.0009185207858407391
1133.0,14391,0.0009184569642185991
629.0,14387,0.0009182016777300385
1642.0,14382,0.0009178825696193379
1618.0,14377,0.0009175634615086372
1416.0,14372,0.0009172443533979366
1346.0,14370,0.0009171167101536563
1900.0,14365,0.0009167976020429556
2019.0,14357,0.0009162870290658346
1327.0,14355,0.0009161593858215543
1018.0,14350,0.0009158402777108537
1232.0,14337,0.0009150105966230321
1448.0,14337,0.0009150105966230321
1012.0,14336,0.0009149467750008919
905.0,14335,0.0009148829533787518
802.0,14326,0.0009143085587794906
1414.0,14325,0.0009142447371573505
1812.0,14325,0.0009142447371573505
1038.0,14325,0.0009142447371573505
1106.0,14308,0.0009131597695809683
743.0,14308,0.0009131597695809683
1041.0,14308,0.0009131597695809683
1848.0,14294,0.0009122662668710065
920.0,14293,0.0009122024452488664
1433.0,14291,0.0009120748020045861
1605.0,14290,0.000912010980382446
711.0,14287,0.0009118195155160256
1013.0,14287,0.0009118195155160256
1944.0,14285,0.0009116918722717453
1329.0,14273,0.0009109260128060638
1717.0,14272,0.0009108621911839236
1644.0,14268,0.0009106069046953631
1326.0,14261,0.0009101601533403822
932.0,14261,0.0009101601533403822
1017.0,14258,0.0009099686884739618
1638.0,14247,0.0009092666506304205
1043.0,14244,0.0009090751857640001
1501.0,14243,0.0009090113641418599
714.0,14243,0.0009090113641418599
1615.0,14239,0.0009087560776532994
806.0,14239,0.0009087560776532994
2022.0,14233,0.0009083731479204586
2021.0,14209,0.0009068414289890955
712.0,14184,0.0009052458884355923
1443.0,14180,0.0009049906019470318
741.0,14173,0.0009045438505920508
1042.0,14168,0.0009042247424813502
848.0,14161,0.0009037779911263693
1447.0,14160,0.0009037141695042291
1442.0,14159,0.000903650347882089
619.0,14159,0.000903650347882089
1937.0,14153,0.0009032674181492482
923.0,14142,0.0009025653803057069
1643.0,14137,0.0009022462721950062
1304.0,14132,0.0009019271640843056
1322.0,14115,0.0009008421965079233
1132.0,14114,0.0009007783748857832
1839.0,14108,0.0009003954451529424
2028.0,14105,0.000900203980286522
2023.0,14105,0.000900203980286522
1441.0,14094,0.0008995019424429807
931.0,14087,0.0008990551910879998
1315.0,14084,0.0008988637262215794
2018.0,14082,0.0008987360829772991
1131.0,14078,0.0008984807964887386
713.0,14075,0.0008982893316223182
933.0,14071,0.0008980340451337577
742.0,14069,0.0008979064018894774
2026.0,14061,0.0008973958289123563
1818.0,14054,0.0008969490775573755
719.0,14053,0.0008968852559352354
735.0,14040,0.0008960555748474137
2014.0,14038,0.0008959279316031334
1941.0,14028,0.0008952897153817321
744.0,14020,0.0008947791424046111
1928.0,14004,0.0008937579964503691
1924.0,14001,0.0008935665315839487
2012.0,13994,0.0008931197802289677
1610.0,13993,0.0008930559586068276
1634.0,13982,0.0008923539207632862
2013.0,13964,0.0008912051315647638
1036.0,13957,0.000890758380209783
1838.0,13954,0.0008905669153433626
1943.0,13950,0.0008903116288548021
1337.0,13944,0.0008899286991219613
1929.0,13941,0.0008897372342555409
1716.0,13938,0.0008895457693891205
1037.0,13937,0.0008894819477669804
2027.0,13930,0.0008890351964119994
1936.0,13929,0.0008889713747898593
1637.0,13929,0.0008889713747898593
1301.0,13928,0.0008889075531677192
2017.0,13914,0.0008880140504577573
1647.0,13904,0.0008873758342363561
1847.0,13901,0.0008871843693699357
1844.0,13898,0.0008869929045035153
1646.0,13892,0.0008866099747706746
1817.0,13890,0.0008864823315263943
1841.0,13886,0.0008862270450378338
1816.0,13883,0.0008860355801714134
1309.0,13882,0.0008859717585492732
1409.0,13862,0.0008846953261064707
847.0,13856,0.0008843123963736299
1631.0,13856,0.0008843123963736299
1404.0,13854,0.0008841847531293497
1946.0,13840,0.0008832912504193878
1034.0,13839,0.0008832274287972477
621.0,13838,0.0008831636071751076
1604.0,13834,0.000882908320686547
1617.0,13832,0.0008827806774422668
1636.0,13826,0.000882397747709426
618.0,13820,0.0008820148179765852
910.0,13813,0.0008815680666216044
1413.0,13811,0.0008814404233773241
1303.0,13806,0.0008811213152666235
1926.0,13801,0.0008808022071559228
1927.0,13789,0.0008800363476902412
1302.0,13785,0.0008797810612016807
2016.0,13785,0.0008797810612016807
1632.0,13776,0.0008792066666024195
1016.0,13774,0.0008790790233581393
2005.0,13774,0.0008790790233581393
2029.0,13772,0.000878951380113859
738.0,13769,0.0008787599152474386
1934.0,13766,0.0008785684503810183
1846.0,13756,0.000877930234159617
748.0,13753,0.0008777387692931966
1403.0,13747,0.0008773558395603558
1837.0,13746,0.0008772920179382157
1942.0,13734,0.0008765261584725341
640.0,13727,0.0008760794071175532
1633.0,13724,0.0008758879422511328
1834.0,13714,0.0008752497260297316
1833.0,13704,0.0008746115098083303
1603.0,13649,0.0008711013205906232
1321.0,13645,0.0008708460341020626
1843.0,13643,0.0008707183908577824
1406.0,13615,0.0008689313854378588
1602.0,13606,0.0008683569908385976
1412.0,13604,0.0008682293475943174
1920.0,13603,0.0008681655259721772
1307.0,13593,0.0008675273097507759
1407.0,13581,0.0008667614502850943
2009.0,13577,0.0008665061637965339
1308.0,13573,0.0008662508773079734
1836.0,13571,0.0008661232340636931
2008.0,13571,0.0008661232340636931
1446.0,13557,0.0008652297313537313
1601.0,13555,0.000865102088109451
1336.0,13543,0.0008643362286437694
2011.0,13523,0.0008630597962009669
1306.0,13517,0.0008626768664681261
1401.0,13513,0.0008624215799795656
1408.0,13499,0.0008615280772696038
901.0,13487,0.0008607622178039222
1842.0,13484,0.0008605707529375018
1334.0,13482,0.0008604431096932215
648.0,13450,0.0008584008177847374
645.0,13448,0.0008582731745404572
1033.0,13418,0.0008563585258762533
904.0,13415,0.0008561670610098329
617.0,13409,0.0008557841312769922
922.0,13407,0.0008556564880327119
737.0,13373,0.0008534865528799475
1616.0,13365,0.0008529759799028265
1831.0,13344,0.0008516357258378837
1923.0,13343,0.0008515719042157436
1314.0,13334,0.0008509975096164825
1933.0,13328,0.0008506145798836417
1402.0,13327,0.0008505507582615016
846.0,13322,0.0008502316501508009
1319.0,13319,0.0008500401852843805
1905.0,13284,0.000847806428509476
718.0,13269,0.0008468491041773741
1411.0,13264,0.0008465299960666734
1606.0,13261,0.000846338531200253
1313.0,13238,0.0008448706338910301
