first_dep_time,frequency,relative_frequency
1252.0,109,0.0001542281869698406
603.0,109,0.0001542281869698406
1824.0,109,0.0001542281869698406
1718.0,109,0.0001542281869698406
957.0,109,0.0001542281869698406
1729.0,109,0.0001542281869698406
1524.0,109,0.0001542281869698406
1358.0,109,0.0001542281869698406
1726.0,109,0.0001542281869698406
1445.0,109,0.0001542281869698406
1240.0,109,0.0001542281869698406
1733.0,109,0.0001542281869698406
1848.0,109,0.0001542281869698406
1720.0,108,0.00015281324947470445
1915.0,108,0.00015281324947470445
1900.0,108,0.00015281324947470445
1857.0,108,0.00015281324947470445
1850.0,108,0.00015281324947470445
859.0,108,0.00015281324947470445
1000.0,108,0.00015281324947470445
1612.0,108,0.00015281324947470445
817.0,108,0.00015281324947470445
813.0,108,0.00015281324947470445
804.0,108,0.00015281324947470445
1204.0,108,0.00015281324947470445
751.0,108,0.00015281324947470445
728.0,108,0.00015281324947470445
719.0,108,0.00015281324947470445
714.0,108,0.00015281324947470445
1402.0,107,0.0001513983119795683
1243.0,107,0.0001513983119795683
1717.0,107,0.0001513983119795683
1157.0,107,0.0001513983119795683
609.0,107,0.0001513983119795683
1159.0,107,0.0001513983119795683
611.0,107,0.0001513983119795683
1512.0,107,0.0001513983119795683
1417.0,107,0.0001513983119795683
1405.0,107,0.0001513983119795683
818.0,107,0.0001513983119795683
849.0,107,0.0001513983119795683
1626.0,107,0.0001513983119795683
1431.0,107,0.0001513983119795683
853.0,107,0.0001513983119795683
1616.0,106,0.00014998337448443214
1258.0,106,0.00014998337448443214
1618.0,106,0.00014998337448443214
1856.0,106,0.00014998337448443214
1653.0,106,0.00014998337448443214
748.0,106,0.00014998337448443214
1859.0,106,0.00014998337448443214
2035.0,106,0.00014998337448443214
1247.0,106,0.00014998337448443214
612.0,106,0.00014998337448443214
1738.0,106,0.00014998337448443214
735.0,106,0.00014998337448443214
1945.0,106,0.00014998337448443214
1409.0,106,0.00014998337448443214
1614.0,106,0.00014998337448443214
836.0,106,0.00014998337448443214
1439.0,106,0.00014998337448443214
1153.0,105,0.000148568436989296
1449.0,105,0.000148568436989296
852.0,105,0.000148568436989296
1834.0,105,0.000148568436989296
831.0,105,0.000148568436989296
1623.0,105,0.000148568436989296
1255.0,105,0.000148568436989296
1200.0,105,0.000148568436989296
850.0,105,0.000148568436989296
1339.0,105,0.000148568436989296
1156.0,105,0.000148568436989296
1205.0,105,0.000148568436989296
811.0,105,0.000148568436989296
615.0,105,0.000148568436989296
1152.0,105,0.000148568436989296
1242.0,105,0.000148568436989296
1522.0,105,0.000148568436989296
821.0,104,0.00014715349949415984
1509.0,104,0.00014715349949415984
1826.0,104,0.00014715349949415984
627.0,104,0.00014715349949415984
940.0,104,0.00014715349949415984
806.0,104,0.00014715349949415984
1001.0,104,0.00014715349949415984
814.0,104,0.00014715349949415984
1538.0,104,0.00014715349949415984
2026.0,104,0.00014715349949415984
1846.0,104,0.00014715349949415984
1615.0,104,0.00014715349949415984
1849.0,104,0.00014715349949415984
1610.0,104,0.00014715349949415984
1622.0,104,0.00014715349949415984
1641.0,104,0.00014715349949415984
812.0,104,0.00014715349949415984
1928.0,103,0.0001457385619990237
1058.0,103,0.0001457385619990237
801.0,103,0.0001457385619990237
622.0,103,0.0001457385619990237
1345.0,103,0.0001457385619990237
604.0,103,0.0001457385619990237
925.0,103,0.0001457385619990237
1637.0,103,0.0001457385619990237
1817.0,103,0.0001457385619990237
1644.0,103,0.0001457385619990237
1025.0,103,0.0001457385619990237
1434.0,103,0.0001457385619990237
1827.0,103,0.0001457385619990237
1845.0,103,0.0001457385619990237
857.0,103,0.0001457385619990237
1822.0,102,0.00014432362450388753
1702.0,102,0.00014432362450388753
744.0,102,0.00014432362450388753
749.0,102,0.00014432362450388753
1416.0,102,0.00014432362450388753
1501.0,102,0.00014432362450388753
1403.0,102,0.00014432362450388753
1601.0,102,0.00014432362450388753
2024.0,102,0.00014432362450388753
2015.0,102,0.00014432362450388753
844.0,102,0.00014432362450388753
1429.0,102,0.00014432362450388753
2000.0,102,0.00014432362450388753
1959.0,102,0.00014432362450388753
1413.0,102,0.00014432362450388753
846.0,102,0.00014432362450388753
638.0,102,0.00014432362450388753
1412.0,102,0.00014432362450388753
1010.0,102,0.00014432362450388753
1322.0,102,0.00014432362450388753
840.0,102,0.00014432362450388753
1444.0,102,0.00014432362450388753
1706.0,102,0.00014432362450388753
1913.0,102,0.00014432362450388753
1259.0,102,0.00014432362450388753
1842.0,102,0.00014432362450388753
851.0,102,0.00014432362450388753
1521.0,102,0.00014432362450388753
1844.0,102,0.00014432362450388753
1406.0,102,0.00014432362450388753
958.0,102,0.00014432362450388753
832.0,101,0.0001429086870087514
1701.0,101,0.0001429086870087514
1806.0,101,0.0001429086870087514
1722.0,101,0.0001429086870087514
1338.0,101,0.0001429086870087514
1235.0,101,0.0001429086870087514
1326.0,101,0.0001429086870087514
1613.0,101,0.0001429086870087514
1736.0,101,0.0001429086870087514
1151.0,101,0.0001429086870087514
1852.0,101,0.0001429086870087514
1636.0,101,0.0001429086870087514
1302.0,101,0.0001429086870087514
1330.0,101,0.0001429086870087514
1617.0,100,0.00014149374951361523
1407.0,100,0.00014149374951361523
822.0,100,0.00014149374951361523
1835.0,100,0.00014149374951361523
1221.0,100,0.00014149374951361523
1220.0,100,0.00014149374951361523
1254.0,100,0.00014149374951361523
1819.0,100,0.00014149374951361523
746.0,100,0.00014149374951361523
2007.0,100,0.00014149374951361523
1239.0,100,0.00014149374951361523
2009.0,100,0.00014149374951361523
2019.0,100,0.00014149374951361523
1228.0,100,0.00014149374951361523
2028.0,100,0.00014149374951361523
1117.0,100,0.00014149374951361523
1213.0,99,0.0001400788120184791
1607.0,99,0.0001400788120184791
1053.0,99,0.0001400788120184791
1955.0,99,0.0001400788120184791
1335.0,99,0.0001400788120184791
1549.0,99,0.0001400788120184791
1632.0,99,0.0001400788120184791
1442.0,99,0.0001400788120184791
1929.0,99,0.0001400788120184791
1643.0,99,0.0001400788120184791
1646.0,99,0.0001400788120184791
738.0,99,0.0001400788120184791
741.0,99,0.0001400788120184791
904.0,99,0.0001400788120184791
1229.0,99,0.0001400788120184791
1518.0,99,0.0001400788120184791
1723.0,99,0.0001400788120184791
1956.0,98,0.00013866387452334293
1836.0,98,0.00013866387452334293
1251.0,98,0.00013866387452334293
1241.0,98,0.00013866387452334293
731.0,98,0.00013866387452334293
1634.0,98,0.00013866387452334293
742.0,98,0.00013866387452334293
1005.0,98,0.00013866387452334293
1120.0,98,0.00013866387452334293
1952.0,98,0.00013866387452334293
1244.0,98,0.00013866387452334293
947.0,98,0.00013866387452334293
1611.0,98,0.00013866387452334293
1237.0,98,0.00013866387452334293
834.0,98,0.00013866387452334293
1821.0,97,0.0001372489370282068
1912.0,97,0.0001372489370282068
734.0,97,0.0001372489370282068
732.0,97,0.0001372489370282068
606.0,97,0.0001372489370282068
1920.0,97,0.0001372489370282068
1714.0,97,0.0001372489370282068
1926.0,97,0.0001372489370282068
1110.0,97,0.0001372489370282068
1441.0,97,0.0001372489370282068
1631.0,97,0.0001372489370282068
1943.0,97,0.0001372489370282068
1333.0,97,0.0001372489370282068
1100.0,97,0.0001372489370282068
1423.0,97,0.0001372489370282068
1422.0,97,0.0001372489370282068
1234.0,97,0.0001372489370282068
1414.0,97,0.0001372489370282068
928.0,96,0.00013583399953307062
1154.0,96,0.00013583399953307062
1608.0,96,0.00013583399953307062
1401.0,96,0.00013583399953307062
1606.0,96,0.00013583399953307062
1832.0,96,0.00013583399953307062
1404.0,96,0.00013583399953307062
618.0,96,0.00013583399953307062
1941.0,96,0.00013583399953307062
1953.0,96,0.00013583399953307062
939.0,96,0.00013583399953307062
1343.0,95,0.00013441906203793448
1624.0,95,0.00013441906203793448
1004.0,95,0.00013441906203793448
1633.0,95,0.00013441906203793448
816.0,95,0.00013441906203793448
1146.0,95,0.00013441906203793448
1805.0,95,0.00013441906203793448
1211.0,95,0.00013441906203793448
1226.0,95,0.00013441906203793448
1858.0,95,0.00013441906203793448
1248.0,95,0.00013441906203793448
1910.0,95,0.00013441906203793448
1451.0,95,0.00013441906203793448
1306.0,95,0.00013441906203793448
1314.0,95,0.00013441906203793448
1319.0,95,0.00013441906203793448
1331.0,95,0.00013441906203793448
1332.0,95,0.00013441906203793448
1949.0,95,0.00013441906203793448
1334.0,95,0.00013441906203793448
1432.0,95,0.00013441906203793448
1349.0,95,0.00013441906203793448
2013.0,95,0.00013441906203793448
2014.0,95,0.00013441906203793448
2029.0,95,0.00013441906203793448
1052.0,94,0.00013300412454279832
922.0,94,0.00013300412454279832
1448.0,94,0.00013300412454279832
647.0,94,0.00013300412454279832
906.0,94,0.00013300412454279832
2016.0,94,0.00013300412454279832
620.0,94,0.00013300412454279832
1208.0,94,0.00013300412454279832
619.0,94,0.00013300412454279832
648.0,94,0.00013300412454279832
1935.0,94,0.00013300412454279832
1209.0,94,0.00013300412454279832
1925.0,94,0.00013300412454279832
1233.0,94,0.00013300412454279832
1056.0,94,0.00013300412454279832
1129.0,94,0.00013300412454279832
1605.0,94,0.00013300412454279832
2020.0,94,0.00013300412454279832
1019.0,93,0.00013158918704766218
1936.0,93,0.00013158918704766218
2025.0,93,0.00013158918704766218
2034.0,93,0.00013158918704766218
1346.0,93,0.00013158918704766218
1957.0,93,0.00013158918704766218
1341.0,93,0.00013158918704766218
644.0,93,0.00013158918704766218
1115.0,93,0.00013158918704766218
1647.0,93,0.00013158918704766218
1904.0,93,0.00013158918704766218
959.0,93,0.00013158918704766218
1249.0,93,0.00013158918704766218
2008.0,93,0.00013158918704766218
1231.0,93,0.00013158918704766218
2010.0,93,0.00013158918704766218
1218.0,93,0.00013158918704766218
952.0,93,0.00013158918704766218
2032.0,92,0.00013017424955252601
1837.0,92,0.00013017424955252601
901.0,92,0.00013017424955252601
624.0,92,0.00013017424955252601
938.0,92,0.00013017424955252601
1024.0,92,0.00013017424955252601
1436.0,92,0.00013017424955252601
1215.0,92,0.00013017424955252601
1317.0,92,0.00013017424955252601
1818.0,92,0.00013017424955252601
932.0,92,0.00013017424955252601
1015.0,92,0.00013017424955252601
945.0,92,0.00013017424955252601
1342.0,92,0.00013017424955252601
733.0,92,0.00013017424955252601
1118.0,92,0.00013017424955252601
1301.0,92,0.00013017424955252601
1651.0,91,0.00012875931205738988
1122.0,91,0.00012875931205738988
1433.0,91,0.00012875931205738988
1437.0,91,0.00012875931205738988
941.0,91,0.00012875931205738988
1040.0,91,0.00012875931205738988
1206.0,91,0.00012875931205738988
1126.0,91,0.00012875931205738988
837.0,91,0.00012875931205738988
1246.0,91,0.00012875931205738988
923.0,91,0.00012875931205738988
1224.0,91,0.00012875931205738988
931.0,91,0.00012875931205738988
1141.0,91,0.00012875931205738988
1304.0,90,0.0001273443745622537
1107.0,90,0.0001273443745622537
1030.0,90,0.0001273443745622537
1939.0,90,0.0001273443745622537
1410.0,90,0.0001273443745622537
1954.0,90,0.0001273443745622537
848.0,90,0.0001273443745622537
634.0,90,0.0001273443745622537
1958.0,90,0.0001273443745622537
1119.0,90,0.0001273443745622537
1017.0,90,0.0001273443745622537
643.0,90,0.0001273443745622537
948.0,90,0.0001273443745622537
2021.0,90,0.0001273443745622537
2006.0,90,0.0001273443745622537
1214.0,90,0.0001273443745622537
1011.0,89,0.00012592943706711757
1042.0,89,0.00012592943706711757
1905.0,89,0.00012592943706711757
1310.0,89,0.00012592943706711757
1128.0,89,0.00012592943706711757
1309.0,89,0.00012592943706711757
2027.0,89,0.00012592943706711757
1139.0,89,0.00012592943706711757
1839.0,89,0.00012592943706711757
842.0,89,0.00012592943706711757
1203.0,89,0.00012592943706711757
1303.0,89,0.00012592943706711757
1327.0,89,0.00012592943706711757
1325.0,88,0.0001245144995719814
1329.0,88,0.0001245144995719814
1947.0,88,0.0001245144995719814
1216.0,88,0.0001245144995719814
1831.0,88,0.0001245144995719814
641.0,88,0.0001245144995719814
1149.0,88,0.0001245144995719814
930.0,88,0.0001245144995719814
929.0,88,0.0001245144995719814
2017.0,88,0.0001245144995719814
1903.0,88,0.0001245144995719814
1023.0,88,0.0001245144995719814
1158.0,88,0.0001245144995719814
1909.0,88,0.0001245144995719814
1307.0,88,0.0001245144995719814
1312.0,88,0.0001245144995719814
1003.0,88,0.0001245144995719814
1932.0,88,0.0001245144995719814
1316.0,88,0.0001245144995719814
1934.0,88,0.0001245144995719814
1320.0,88,0.0001245144995719814
1938.0,88,0.0001245144995719814
716.0,88,0.0001245144995719814
943.0,87,0.00012309956207684527
1908.0,87,0.00012309956207684527
736.0,87,0.00012309956207684527
1028.0,87,0.00012309956207684527
1933.0,87,0.00012309956207684527
1008.0,87,0.00012309956207684527
1137.0,87,0.00012309956207684527
902.0,87,0.00012309956207684527
919.0,87,0.00012309956207684527
838.0,87,0.00012309956207684527
2011.0,87,0.00012309956207684527
1125.0,87,0.00012309956207684527
646.0,86,0.0001216846245817091
1022.0,86,0.0001216846245817091
2040.0,86,0.0001216846245817091
717.0,86,0.0001216846245817091
1033.0,86,0.0001216846245817091
1902.0,86,0.0001216846245817091
937.0,86,0.0001216846245817091
1145.0,86,0.0001216846245817091
1013.0,86,0.0001216846245817091
1344.0,86,0.0001216846245817091
1136.0,86,0.0001216846245817091
1059.0,86,0.0001216846245817091
1921.0,86,0.0001216846245817091
936.0,86,0.0001216846245817091
631.0,85,0.00012026968708657295
1833.0,85,0.00012026968708657295
1041.0,85,0.00012026968708657295
632.0,85,0.00012026968708657295
1236.0,85,0.00012026968708657295
927.0,85,0.00012026968708657295
1134.0,85,0.00012026968708657295
1907.0,85,0.00012026968708657295
905.0,85,0.00012026968708657295
1924.0,85,0.00012026968708657295
1111.0,85,0.00012026968708657295
951.0,85,0.00012026968708657295
944.0,85,0.00012026968708657295
617.0,85,0.00012026968708657295
1054.0,85,0.00012026968708657295
942.0,85,0.00012026968708657295
949.0,85,0.00012026968708657295
1305.0,84,0.0001188547495914368
1201.0,84,0.0001188547495914368
1944.0,84,0.0001188547495914368
636.0,84,0.0001188547495914368
549.0,84,0.0001188547495914368
1951.0,84,0.0001188547495914368
635.0,84,0.0001188547495914368
1045.0,84,0.0001188547495914368
1016.0,84,0.0001188547495914368
2022.0,84,0.0001188547495914368
1311.0,84,0.0001188547495914368
1906.0,84,0.0001188547495914368
1911.0,84,0.0001188547495914368
933.0,84,0.0001188547495914368
642.0,84,0.0001188547495914368
1020.0,83,0.00011743981209630065
2012.0,83,0.00011743981209630065
2002.0,83,0.00011743981209630065
1946.0,83,0.00011743981209630065
1138.0,83,0.00011743981209630065
1027.0,83,0.00011743981209630065
913.0,83,0.00011743981209630065
1049.0,83,0.00011743981209630065
1036.0,83,0.00011743981209630065
1112.0,83,0.00011743981209630065
921.0,83,0.00011743981209630065
847.0,83,0.00011743981209630065
1114.0,83,0.00011743981209630065
903.0,82,0.0001160248746011645
1012.0,82,0.0001160248746011645
1940.0,82,0.0001160248746011645
924.0,82,0.0001160248746011645
639.0,82,0.0001160248746011645
1009.0,82,0.0001160248746011645
1927.0,81,0.00011460993710602834
908.0,81,0.00011460993710602834
2048.0,81,0.00011460993710602834
1937.0,81,0.00011460993710602834
843.0,81,0.00011460993710602834
1207.0,81,0.00011460993710602834
1147.0,81,0.00011460993710602834
1123.0,81,0.00011460993710602834
1104.0,81,0.00011460993710602834
1055.0,81,0.00011460993710602834
1127.0,81,0.00011460993710602834
1103.0,81,0.00011460993710602834
1308.0,81,0.00011460993710602834
1105.0,81,0.00011460993710602834
2018.0,81,0.00011460993710602834
1843.0,81,0.00011460993710602834
1135.0,81,0.00011460993710602834
2001.0,80,0.00011319499961089219
1348.0,80,0.00011319499961089219
1002.0,80,0.00011319499961089219
2050.0,80,0.00011319499961089219
1901.0,80,0.00011319499961089219
2100.0,80,0.00011319499961089219
1851.0,80,0.00011319499961089219
1143.0,80,0.00011319499961089219
1144.0,80,0.00011319499961089219
2039.0,80,0.00011319499961089219
934.0,80,0.00011319499961089219
1222.0,80,0.00011319499961089219
1942.0,80,0.00011319499961089219
1116.0,80,0.00011319499961089219
911.0,79,0.00011178006211575604
1047.0,79,0.00011178006211575604
909.0,79,0.00011178006211575604
926.0,79,0.00011178006211575604
1336.0,79,0.00011178006211575604
1919.0,79,0.00011178006211575604
946.0,78,0.00011036512462061989
1227.0,78,0.00011036512462061989
2005.0,78,0.00011036512462061989
1232.0,77,0.00010895018712548373
1106.0,77,0.00010895018712548373
1931.0,77,0.00010895018712548373
1029.0,77,0.00010895018712548373
1131.0,77,0.00010895018712548373
2056.0,76,0.00010753524963034758
1031.0,76,0.00010753524963034758
1032.0,76,0.00010753524963034758
