mkt_carrier_fl_num,frequency,relative_frequency
32,4556,0.00028604641599097407
492,4553,0.0002858580623368975
1150,4552,0.00028579527778553864
586,4551,0.00028573249323417976
466,4551,0.00028573249323417976
162,4545,0.0002853557859260266
358,4543,0.0002852302168233089
636,4542,0.00028516743227195
1070,4540,0.0002850418631692323
2007,4540,0.0002850418631692323
1166,4538,0.0002849162940665146
1790,4532,0.0002845395867583614
2016,4531,0.00028447680220700257
640,4530,0.0002844140176556437
1776,4515,0.00028347224938526076
1223,4515,0.00028347224938526076
1702,4515,0.00028347224938526076
831,4511,0.00028322111117982533
373,4510,0.00028315832662846645
620,4510,0.00028315832662846645
506,4509,0.00028309554207710757
892,4509,0.00028309554207710757
445,4504,0.00028278161932031326
1505,4500,0.00028253048111487783
469,4500,0.00028253048111487783
2055,4493,0.0002820909892553658
570,4493,0.0002820909892553658
123,4492,0.0002820282047040069
1424,4485,0.0002815887128444949
647,4484,0.00028152592829313607
429,4482,0.0002814003591904183
320,4482,0.0002814003591904183
295,4482,0.0002814003591904183
380,4479,0.00028121200553634176
519,4472,0.0002807725136768297
498,4468,0.00028052137547139426
1959,4460,0.00028001909906052335
655,4460,0.00028001909906052335
406,4455,0.00027970517630372904
538,4452,0.0002795168226496525
518,4449,0.0002793284689955759
1685,4443,0.0002789517616874227
2111,4439,0.0002787006234819873
2028,4436,0.0002785122698279107
1781,4434,0.00027838670072519297
314,4433,0.0002783239161738341
697,4432,0.00027826113162247526
664,4432,0.00027826113162247526
462,4428,0.0002780099934170398
1209,4426,0.00027788442431432207
507,4426,0.00027788442431432207
