mkt_carrier_fl_num,frequency,relative_frequency
1279,2962,0.0001859678411249485
1250,2962,0.0001859678411249485
1440,2961,0.0001859050565735896
2143,2960,0.00018584227202223075
2187,2959,0.0001857794874708719
2344,2958,0.00018571670291951304
219,2958,0.00018571670291951304
1103,2957,0.00018565391836815418
1398,2957,0.00018565391836815418
1879,2957,0.00018565391836815418
871,2957,0.00018565391836815418
1918,2956,0.0001855911338167953
171,2955,0.00018552834926543644
2257,2955,0.00018552834926543644
104,2953,0.00018540278016271873
1120,2953,0.00018540278016271873
1665,2951,0.000185277211060001
2239,2951,0.000185277211060001
1277,2950,0.00018521442650864213
1320,2950,0.00018521442650864213
1621,2950,0.00018521442650864213
594,2948,0.00018508885740592442
1203,2947,0.00018502607285456556
270,2947,0.00018502607285456556
3439,2947,0.00018502607285456556
192,2945,0.00018490050375184782
3600,2944,0.00018483771920048896
2167,2944,0.00018483771920048896
353,2944,0.00018483771920048896
2382,2942,0.00018471215009777125
1190,2940,0.0001845865809950535
3574,2939,0.00018452379644369465
5778,2937,0.00018439822734097694
3425,2937,0.00018439822734097694
1763,2937,0.00018439822734097694
3477,2936,0.00018433544278961808
2261,2936,0.00018433544278961808
2336,2935,0.0001842726582382592
1733,2935,0.0001842726582382592
5051,2935,0.0001842726582382592
150,2934,0.00018420987368690034
1481,2932,0.00018408430458418263
2496,2932,0.00018408430458418263
1940,2931,0.00018402152003282377
5074,2931,0.00018402152003282377
836,2930,0.0001839587354814649
