arr_time,frequency,relative_frequency
2052.0,15648,0.0009997185097294307
1431.0,15645,0.0009995268459047127
1927.0,15645,0.0009995268459047127
1006.0,15644,0.00099946295796314
1445.0,15637,0.0009990157423721312
1611.0,15637,0.0009990157423721312
2045.0,15636,0.0009989518544305585
1145.0,15635,0.0009988879664889858
1405.0,15634,0.000998824078547413
1014.0,15632,0.0009986963026642677
1341.0,15629,0.0009985046388395497
1032.0,15624,0.0009981851991316861
1141.0,15622,0.000998057423248541
1353.0,15619,0.0009978657594238228
1600.0,15616,0.0009976740955991046
1338.0,15615,0.000997610207657532
1409.0,15615,0.000997610207657532
1140.0,15615,0.000997610207657532
1348.0,15615,0.000997610207657532
1039.0,15603,0.0009968435523586598
1825.0,15598,0.0009965241126507964
1443.0,15594,0.0009962685608845055
1422.0,15586,0.000995757457351924
1336.0,15583,0.0009955657935272059
1930.0,15580,0.000995374129702488
1717.0,15575,0.0009950546899946244
1027.0,15569,0.0009946713623451883
1423.0,15564,0.000994351922637325
1403.0,15561,0.0009941602588126068
1000.0,15560,0.000994096370871034
1439.0,15558,0.0009939685949878888
1426.0,15557,0.0009939047070463161
1540.0,15551,0.00099352137939688
1424.0,15547,0.0009932658276305892
2047.0,15547,0.0009932658276305892
1144.0,15541,0.000992882499981153
1121.0,15541,0.000992882499981153
1031.0,15537,0.0009926269482148622
1128.0,15536,0.0009925630602732895
1354.0,15534,0.0009924352843901443
1127.0,15532,0.0009923075085069989
849.0,15524,0.0009917964049744174
1358.0,15520,0.0009915408532081265
1928.0,15520,0.0009915408532081265
1029.0,15519,0.000991476965266554
2044.0,15518,0.0009914130773249813
846.0,15516,0.0009912853014418359
1720.0,15515,0.0009912214135002631
1826.0,15510,0.0009909019737923998
1041.0,15507,0.0009907103099676816
1406.0,15507,0.0009907103099676816
1136.0,15503,0.000990454758201391
2128.0,15501,0.0009903269823182455
1829.0,15500,0.0009902630943766728
1339.0,15495,0.0009899436546688095
1036.0,15492,0.0009897519908440913
2127.0,15485,0.0009893047752530825
1444.0,15485,0.0009893047752530825
1332.0,15483,0.000989176999369937
1434.0,15480,0.000988985335545219
1427.0,15479,0.0009889214476036464
1334.0,15477,0.000988793671720501
1404.0,15474,0.0009886020078957829
1139.0,15474,0.0009886020078957829
1135.0,15472,0.0009884742320126377
1441.0,15469,0.0009882825681879195
1357.0,15467,0.000988154792304774
1807.0,15467,0.000988154792304774
1716.0,15461,0.000987771464655338
1033.0,15461,0.000987771464655338
1003.0,15459,0.0009876436887721926
1028.0,15452,0.0009871964731811838
1137.0,15449,0.0009870048093564656
1602.0,15449,0.0009870048093564656
1133.0,15448,0.0009869409214148931
1148.0,15445,0.000986749257590175
910.0,15441,0.0009864937058238841
1537.0,15441,0.0009864937058238841
2129.0,15441,0.0009864937058238841
1550.0,15440,0.0009864298178823116
1407.0,15437,0.0009862381540575935
2131.0,15434,0.0009860464902328753
1143.0,15433,0.0009859826022913026
1832.0,15430,0.0009857909384665847
2130.0,15427,0.0009855992746418665
1327.0,15423,0.0009853437228755759
1123.0,15423,0.0009853437228755759
1356.0,15422,0.0009852798349340032
1132.0,15421,0.0009852159469924304
1820.0,15417,0.0009849603952261396
1725.0,15416,0.000984896507284567
843.0,15415,0.0009848326193429944
1719.0,15406,0.0009842576278688401
1447.0,15403,0.000984065964044122
1555.0,15401,0.0009839381881609766
853.0,15400,0.000983874300219404
1325.0,15397,0.000983682636394686
1034.0,15393,0.000983427084628395
1810.0,15391,0.0009832993087452498
1250.0,15388,0.0009831076449205317
1150.0,15382,0.0009827243172710956
1026.0,15374,0.000982213213738514
1558.0,15371,0.000982021549913796
1124.0,15369,0.0009818937740306507
1541.0,15366,0.0009817021102059326
1147.0,15366,0.0009817021102059326
1603.0,15365,0.0009816382222643599
1002.0,15364,0.0009815743343227872
1337.0,15362,0.0009814465584396417
1138.0,15360,0.0009813187825564965
1728.0,15357,0.0009811271187317784
1821.0,15357,0.0009811271187317784
1351.0,15346,0.0009804243513744787
852.0,15344,0.0009802965754913335
1718.0,15340,0.0009800410237250426
1401.0,15339,0.00097997713578347
2133.0,15336,0.000979785471958752
1539.0,15335,0.0009797215840171793
2040.0,15332,0.000979529920192461
1827.0,15331,0.0009794660322508884
1306.0,15331,0.0009794660322508884
1126.0,15331,0.0009794660322508884
848.0,15317,0.0009785716010688708
1320.0,15315,0.0009784438251857254
851.0,15314,0.0009783799372441527
1142.0,15311,0.0009781882734194347
1449.0,15305,0.0009778049457699986
957.0,15305,0.0009778049457699986
1134.0,15303,0.0009776771698868532
1004.0,15303,0.0009776771698868532
1824.0,15300,0.000977485506062135
1129.0,15300,0.000977485506062135
1822.0,15299,0.0009774216181205623
1305.0,15299,0.0009774216181205623
1543.0,15299,0.0009774216181205623
1530.0,15290,0.0009768466266464081
1331.0,15285,0.0009765271869385448
1446.0,15283,0.0009763994110553994
1535.0,15283,0.0009763994110553994
1333.0,15282,0.0009763355231138267
1722.0,15282,0.0009763355231138267
950.0,15281,0.000976271635172254
1300.0,15280,0.0009762077472306813
1151.0,15276,0.0009759521954643905
1328.0,15275,0.0009758883075228179
1559.0,15273,0.0009757605316396725
958.0,15260,0.0009749299883992276
1817.0,15249,0.000974227221041928
854.0,15241,0.0009737161175093465
1545.0,15241,0.0009737161175093465
1255.0,15239,0.0009735883416262011
1806.0,15238,0.0009735244536846284
2134.0,15236,0.0009733966778014831
1601.0,15234,0.0009732689019183377
1724.0,15233,0.0009732050139767649
1146.0,15233,0.0009732050139767649
1536.0,15231,0.0009730772380936196
855.0,15230,0.0009730133501520469
1312.0,15227,0.0009728216863273289
1307.0,15226,0.0009727577983857561
2132.0,15226,0.0009727577983857561
1547.0,15225,0.0009726939104441834
1723.0,15224,0.0009726300225026108
1330.0,15222,0.0009725022466194654
1730.0,15218,0.0009722466948531746
1551.0,15209,0.0009716717033790204
2043.0,15207,0.0009715439274958751
1721.0,15205,0.0009714161516127297
1544.0,15204,0.000971352263671157
1934.0,15203,0.0009712883757295843
1828.0,15198,0.0009709689360217209
856.0,15197,0.0009709050480801481
955.0,15196,0.0009708411601385755
1448.0,15193,0.0009706494963138574
912.0,15192,0.0009705856083722848
1402.0,15191,0.0009705217204307121
1309.0,15191,0.0009705217204307121
1556.0,15188,0.000970330056605994
1816.0,15188,0.000970330056605994
1931.0,15187,0.0009702661686644213
1727.0,15186,0.0009702022807228486
1329.0,15186,0.0009702022807228486
1554.0,15179,0.0009697550651318398
1823.0,15179,0.0009697550651318398
1548.0,15179,0.0009697550651318398
1815.0,15178,0.0009696911771902671
1450.0,15178,0.0009696911771902671
1218.0,15178,0.0009696911771902671
1533.0,15174,0.0009694356254239763
1230.0,15169,0.000969116185716113
916.0,15164,0.0009687967460082495
1131.0,15161,0.0009686050821835315
1235.0,15154,0.0009681578665925225
951.0,15152,0.0009680300907093772
1359.0,15152,0.0009680300907093772
2042.0,15151,0.0009679662027678045
1800.0,15151,0.0009679662027678045
1808.0,15145,0.0009675828751183684
915.0,15144,0.0009675189871767957
1258.0,15140,0.000967263435410505
842.0,15138,0.0009671356595273595
1324.0,15135,0.0009669439957026415
952.0,15130,0.000966624555994778
1315.0,15126,0.0009663690042284873
1001.0,15117,0.0009657940127543331
1553.0,15114,0.000965602348929615
1552.0,15113,0.0009655384609880424
1819.0,15111,0.000965410685104897
2135.0,15109,0.0009652829092217516
911.0,15106,0.0009650912453970335
1733.0,15104,0.0009649634695138882
1929.0,15103,0.0009648995815723154
1735.0,15102,0.0009648356936307427
1549.0,15100,0.0009647079177475974
1149.0,15097,0.0009645162539228794
1546.0,15095,0.0009643884780397339
1729.0,15091,0.0009641329262734432
2137.0,15091,0.0009641329262734432
954.0,15088,0.0009639412624487251
1248.0,15088,0.0009639412624487251
1215.0,15087,0.0009638773745071524
1256.0,15083,0.0009636218227408617
1538.0,15083,0.0009636218227408617
1933.0,15082,0.000963557934799289
1308.0,15082,0.000963557934799289
2136.0,15081,0.0009634940468577163
1818.0,15080,0.0009634301589161436
1809.0,15079,0.0009633662709745709
1802.0,15076,0.0009631746071498529
1225.0,15074,0.0009630468312667075
959.0,15074,0.0009630468312667075
1257.0,15070,0.0009627912795004168
1532.0,15069,0.0009627273915588441
1224.0,15068,0.0009626635036172714
1214.0,15063,0.0009623440639094079
1726.0,15063,0.0009623440639094079
913.0,15063,0.0009623440639094079
953.0,15061,0.0009622162880262626
1311.0,15060,0.0009621524000846899
1318.0,15060,0.0009621524000846899
840.0,15059,0.0009620885121431171
1750.0,15059,0.0009620885121431171
1253.0,15058,0.0009620246242015445
1304.0,15057,0.0009619607362599718
907.0,15057,0.0009619607362599718
1531.0,15050,0.000961513520668963
1932.0,15049,0.0009614496327273903
1316.0,15047,0.0009613218568442449
1522.0,15046,0.0009612579689026723
1534.0,15044,0.0009611301930195268
1734.0,15043,0.0009610663050779541
1748.0,15042,0.0009610024171363815
1542.0,15041,0.0009609385291948088
1805.0,15040,0.0009608746412532361
1527.0,15038,0.0009607468653700908
1740.0,15037,0.000960682977428518
1243.0,15030,0.0009602357618375092
1210.0,15030,0.0009602357618375092
1310.0,15029,0.0009601718738959365
1813.0,15028,0.0009601079859543638
906.0,15028,0.0009601079859543638
1812.0,15027,0.0009600440980127911
1452.0,15027,0.0009600440980127911
1245.0,15025,0.0009599163221296458
1212.0,15025,0.0009599163221296458
908.0,15024,0.000959852434188073
2140.0,15023,0.0009597885462465003
1745.0,15023,0.0009597885462465003
1303.0,15022,0.0009597246583049277
1246.0,15021,0.000959660770363355
1205.0,15021,0.000959660770363355
1232.0,15021,0.000959660770363355
1801.0,15021,0.000959660770363355
1221.0,15020,0.0009595968824217823
956.0,15019,0.0009595329944802096
1731.0,15011,0.0009590218909476281
1240.0,15009,0.0009588941150644827
1302.0,15009,0.0009588941150644827
1254.0,15008,0.00095883022712291
1314.0,15008,0.00095883022712291
1935.0,15003,0.0009585107874150466
841.0,15000,0.0009583191235903285
1811.0,14994,0.0009579357959408924
1301.0,14991,0.0009577441321161743
857.0,14988,0.0009575524682914563
2035.0,14983,0.0009572330285835928
1732.0,14982,0.0009571691406420202
1557.0,14979,0.000956977476817302
1217.0,14977,0.0009568497009341567
858.0,14976,0.000956785812992584
1319.0,14975,0.0009567219250510114
1242.0,14975,0.0009567219250510114
1238.0,14974,0.0009566580371094387
1736.0,14973,0.000956594149167866
1155.0,14971,0.0009564663732847206
1326.0,14969,0.0009563385974015752
2041.0,14965,0.0009560830456352844
1451.0,14965,0.0009560830456352844
1204.0,14964,0.0009560191576937117
1313.0,14964,0.0009560191576937117
1755.0,14959,0.0009556997179858484
945.0,14958,0.0009556358300442756
909.0,14957,0.0009555719421027029
1525.0,14956,0.0009555080541611302
1528.0,14955,0.0009554441662195576
1759.0,14946,0.0009548691747454034
1252.0,14946,0.0009548691747454034
1317.0,14943,0.0009546775109206853
1322.0,14943,0.0009546775109206853
1523.0,14943,0.0009546775109206853
1803.0,14942,0.0009546136229791126
1203.0,14941,0.0009545497350375399
2141.0,14941,0.0009545497350375399
2039.0,14940,0.0009544858470959672
1249.0,14937,0.0009542941832712492
1220.0,14937,0.0009542941832712492
1152.0,14930,0.0009538469676802404
1227.0,14930,0.0009538469676802404
1455.0,14927,0.0009536553038555223
1259.0,14922,0.0009533358641476588
902.0,14917,0.0009530164244397954
940.0,14912,0.0009526969847319319
935.0,14912,0.0009526969847319319
1940.0,14911,0.0009526330967903593
1207.0,14911,0.0009526330967903593
905.0,14907,0.0009523775450240685
1526.0,14904,0.0009521858811993504
949.0,14902,0.0009520581053162051
1937.0,14898,0.0009518025535499143
1153.0,14895,0.0009516108897251963
2139.0,14894,0.0009515470017836236
2138.0,14891,0.0009513553379589055
930.0,14891,0.0009513553379589055
920.0,14889,0.0009512275620757601
917.0,14889,0.0009512275620757601
942.0,14888,0.0009511636741341874
914.0,14875,0.0009503331308937425
1156.0,14872,0.0009501414670690245
1529.0,14865,0.0009496942514780156
1206.0,14865,0.0009496942514780156
1521.0,14863,0.0009495664755948702
1219.0,14861,0.0009494386997117248
1236.0,14860,0.0009493748117701522
1520.0,14859,0.0009493109238285795
1158.0,14859,0.0009493109238285795
1244.0,14858,0.0009492470358870068
1228.0,14858,0.0009492470358870068
900.0,14852,0.0009488637082375707
1208.0,14851,0.000948799820295998
1222.0,14850,0.0009487359323544252
1247.0,14850,0.0009487359323544252
1756.0,14849,0.0009486720444128525
1751.0,14845,0.0009484164926465618
1753.0,14844,0.0009483526047049892
1738.0,14842,0.0009482248288218437
1454.0,14841,0.000948160940880271
1251.0,14837,0.0009479053891139803
1737.0,14833,0.0009476498373476895
1226.0,14833,0.0009476498373476895
2037.0,14832,0.0009475859494061169
2142.0,14830,0.0009474581735229715
1757.0,14828,0.0009473303976398261
946.0,14823,0.0009470109579319627
904.0,14822,0.00094694706999039
1453.0,14818,0.0009466915182240992
1517.0,14816,0.0009465637423409539
947.0,14815,0.0009464998543993812
1237.0,14815,0.0009464998543993812
1233.0,14810,0.0009461804146915177
1939.0,14808,0.0009460526388083724
1746.0,14808,0.0009460526388083724
1229.0,14805,0.0009458609749836542
1804.0,14803,0.0009457331991005089
2034.0,14790,0.0009449026558600639
1223.0,14789,0.0009448387679184912
1515.0,14788,0.0009447748799769186
1518.0,14781,0.0009443276643859097
1213.0,14780,0.0009442637764443371
1234.0,14779,0.0009441998885027644
1524.0,14778,0.0009441360005611917
1514.0,14777,0.000944072112619619
1739.0,14772,0.0009437526729117556
1516.0,14766,0.0009433693452623194
859.0,14763,0.0009431776814376013
2038.0,14762,0.0009431137934960286
941.0,14759,0.0009429221296713106
1814.0,14758,0.0009428582417297379
1749.0,14757,0.0009427943537881653
1231.0,14756,0.0009427304658465926
1239.0,14752,0.0009424749140803018
1216.0,14751,0.0009424110261387291
1754.0,14750,0.0009423471381971564
1742.0,14745,0.000942027698489293
1211.0,14742,0.0009418360346645749
1747.0,14739,0.0009416443708398568
1744.0,14737,0.0009415165949567115
1941.0,14734,0.0009413249311319933
939.0,14726,0.0009408138275994118
948.0,14721,0.0009404943878915485
1936.0,14719,0.000940366612008403
918.0,14713,0.000939983284358967
1752.0,14711,0.0009398555084758215
1209.0,14708,0.0009396638446511035
1159.0,14703,0.00093934440494324
1938.0,14699,0.0009390888531769493
934.0,14699,0.0009390888531769493
1321.0,14694,0.0009387694134690858
943.0,14691,0.0009385777496443677
921.0,14688,0.0009383860858196497
1154.0,14687,0.000938322197878077
1323.0,14685,0.0009381944219949317
1519.0,14684,0.000938130534053359
2036.0,14684,0.000938130534053359
1202.0,14678,0.0009377472064039229
1758.0,14676,0.0009376194305207774
1241.0,14672,0.0009373638787544867
925.0,14669,0.0009371722149297686
1741.0,14661,0.0009366611113971871
922.0,14659,0.0009365333355140417
1512.0,14656,0.0009363416716893237
1942.0,14653,0.0009361500078646056
1743.0,14651,0.0009360222319814602
901.0,14648,0.0009358305681567422
2143.0,14640,0.0009353194646241606
919.0,14639,0.0009352555766825879
944.0,14626,0.0009344250334421431
927.0,14621,0.0009341055937342796
1201.0,14620,0.0009340417057927069
923.0,14618,0.0009339139299095615
938.0,14609,0.0009333389384354073
1200.0,14602,0.0009328917228443985
924.0,14598,0.0009326361710781078
936.0,14594,0.000932380619311817
839.0,14583,0.0009316778519545174
1157.0,14569,0.0009307834207724998
1513.0,14566,0.0009305917569477817
903.0,14556,0.0009299528775320548
2015.0,14548,0.0009294417739994733
2027.0,14535,0.0009286112307590284
2025.0,14526,0.0009280362392848742
937.0,14521,0.0009277167995770107
2021.0,14520,0.000927652911635438
929.0,14513,0.0009272056960444292
932.0,14513,0.0009272056960444292
2032.0,14489,0.0009256723854466847
1508.0,14488,0.0009256084975051119
1456.0,14487,0.0009255446095635393
928.0,14485,0.0009254168336803939
1945.0,14471,0.0009245224024983763
2026.0,14458,0.0009236918592579313
1510.0,14458,0.0009236918592579313
1946.0,14451,0.0009232446436669225
2012.0,14451,0.0009232446436669225
2019.0,14444,0.0009227974280759137
1509.0,14439,0.0009224779883680503
1457.0,14435,0.0009222224366017595
926.0,14435,0.0009222224366017595
1458.0,14433,0.0009220946607186141
1500.0,14429,0.0009218391089523233
2020.0,14419,0.0009212002295365965
2144.0,14418,0.0009211363415950238
2145.0,14413,0.0009208169018871603
2147.0,14411,0.000920689126004015
2023.0,14410,0.0009206252380624423
2030.0,14410,0.0009206252380624423
1943.0,14408,0.0009204974621792969
2018.0,14398,0.00091985858276357
1511.0,14394,0.0009196030309972792
2017.0,14386,0.0009190919274646977
1950.0,14384,0.0009189641515815524
2031.0,14378,0.0009185808239321162
1505.0,14376,0.0009184530480489709
2033.0,14370,0.0009180697203995347
2016.0,14365,0.0009177502806916713
2013.0,14360,0.0009174308409838079
931.0,14359,0.0009173669530422352
837.0,14354,0.0009170475133343717
2022.0,14337,0.0009159614183276361
1506.0,14300,0.0009135975644894465
2024.0,14286,0.0009127031333074288
933.0,14285,0.0009126392453658562
2028.0,14282,0.0009124475815411381
2146.0,14276,0.000912064253891702
2150.0,14274,0.0009119364780085567
1507.0,14267,0.0009114892624175478
2011.0,14259,0.0009109781588849663
2014.0,14254,0.0009106587191771029
1504.0,14253,0.0009105948312355302
2148.0,14252,0.0009105309432939575
1944.0,14232,0.0009092531844625037
1503.0,14221,0.0009085504171052042
2010.0,14202,0.0009073365462153231
2029.0,14193,0.0009067615547411689
836.0,14172,0.0009054199079681424
1459.0,14165,0.0009049726923771336
1502.0,14158,0.0009045254767861248
838.0,14145,0.0009036949335456798
2009.0,14145,0.0009036949335456798
1947.0,14136,0.0009031199420715256
1949.0,14116,0.0009018421832400718
1952.0,14090,0.0009001810967591819
2008.0,14081,0.0008996061052850277
2007.0,14036,0.0008967311479142568
1954.0,13995,0.0008941117423097765
2000.0,13989,0.0008937284146603403
2006.0,13977,0.0008929617593614682
2005.0,13965,0.0008921951040625959
2003.0,13964,0.0008921312161210232
2004.0,13949,0.0008911728969974329
2151.0,13938,0.0008904701296401332
1948.0,13925,0.0008896395863996884
1501.0,13916,0.0008890645949255341
