origin_airport_id,frequency,relative_frequency
12164,183,7.785587473627918e-05
11215,182,7.743043279782957e-05
11793,182,7.743043279782957e-05
13095,182,7.743043279782957e-05
11615,181,7.700499085937995e-05
13162,181,7.700499085937995e-05
10971,181,7.700499085937995e-05
14477,181,7.700499085937995e-05
13785,181,7.700499085937995e-05
11827,180,7.657954892093034e-05
15074,180,7.657954892093034e-05
13169,178,7.572866504403111e-05
11725,177,7.53032231055815e-05
15446,177,7.53032231055815e-05
14131,177,7.53032231055815e-05
10950,176,7.487778116713188e-05
15374,176,7.487778116713188e-05
15008,175,7.445233922868228e-05
11587,174,7.402689729023266e-05
13890,174,7.402689729023266e-05
10325,174,7.402689729023266e-05
11512,173,7.360145535178304e-05
11871,173,7.360145535178304e-05
12785,172,7.317601341333344e-05
13983,172,7.317601341333344e-05
13166,171,7.275057147488382e-05
15401,171,7.275057147488382e-05
12782,170,7.232512953643421e-05
16218,170,7.232512953643421e-05
14543,170,7.232512953643421e-05
13829,170,7.232512953643421e-05
11699,169,7.18996875979846e-05
15317,169,7.18996875979846e-05
13032,168,7.147424565953498e-05
10683,168,7.147424565953498e-05
14583,168,7.147424565953498e-05
11315,168,7.147424565953498e-05
11392,164,6.977247790573653e-05
12598,163,6.934703596728691e-05
15043,163,6.934703596728691e-05
10758,162,6.892159402883731e-05
12124,162,6.892159402883731e-05
13832,161,6.849615209038769e-05
15147,161,6.849615209038769e-05
14468,161,6.849615209038769e-05
10744,160,6.807071015193809e-05
10613,160,6.807071015193809e-05
11447,159,6.764526821348847e-05
12854,158,6.721982627503885e-05
11274,156,6.636894239813963e-05
15447,156,6.636894239813963e-05
11372,156,6.636894239813963e-05
15569,155,6.594350045969001e-05
12559,154,6.55180585212404e-05
13282,153,6.509261658279079e-05
11646,153,6.509261658279079e-05
10162,152,6.466717464434118e-05
12315,151,6.424173270589156e-05
11865,151,6.424173270589156e-05
11719,150,6.381629076744194e-05
10519,150,6.381629076744194e-05
11241,149,6.339084882899234e-05
10728,149,6.339084882899234e-05
12132,149,6.339084882899234e-05
12365,148,6.296540689054272e-05
14802,148,6.296540689054272e-05
13388,148,6.296540689054272e-05
15934,148,6.296540689054272e-05
10005,148,6.296540689054272e-05
13194,148,6.296540689054272e-05
10482,148,6.296540689054272e-05
15504,148,6.296540689054272e-05
16858,147,6.253996495209312e-05
14306,147,6.253996495209312e-05
12363,147,6.253996495209312e-05
12520,147,6.253996495209312e-05
15579,147,6.253996495209312e-05
11050,146,6.21145230136435e-05
16178,146,6.21145230136435e-05
13043,146,6.21145230136435e-05
12663,145,6.168908107519388e-05
11288,145,6.168908107519388e-05
12956,145,6.168908107519388e-05
13068,145,6.168908107519388e-05
12869,144,6.126363913674427e-05
15022,144,6.126363913674427e-05
10643,144,6.126363913674427e-05
12129,144,6.126363913674427e-05
12771,143,6.0838197198294656e-05
14303,143,6.0838197198294656e-05
14218,142,6.0412755259845045e-05
15174,142,6.0412755259845045e-05
13540,142,6.0412755259845045e-05
12343,141,5.998731332139543e-05
11931,141,5.998731332139543e-05
10221,141,5.998731332139543e-05
11367,141,5.998731332139543e-05
10589,140,5.956187138294582e-05
14397,140,5.956187138294582e-05
12902,140,5.956187138294582e-05
14853,140,5.956187138294582e-05
14722,140,5.956187138294582e-05
15497,139,5.9136429444496204e-05
15855,139,5.9136429444496204e-05
12743,139,5.9136429444496204e-05
14871,138,5.871098750604659e-05
13987,138,5.871098750604659e-05
12519,138,5.871098750604659e-05
10925,137,5.828554556759698e-05
14824,136,5.786010362914737e-05
12174,136,5.786010362914737e-05
11789,135,5.743466169069776e-05
14237,135,5.743466169069776e-05
12888,135,5.743466169069776e-05
11280,134,5.700921975224814e-05
13936,134,5.700921975224814e-05
14496,134,5.700921975224814e-05
10150,134,5.700921975224814e-05
10322,133,5.658377781379853e-05
13799,133,5.658377781379853e-05
14897,133,5.658377781379853e-05
10716,132,5.6158335875348916e-05
13587,132,5.6158335875348916e-05
15250,132,5.6158335875348916e-05
14534,132,5.6158335875348916e-05
13520,132,5.6158335875348916e-05
10938,132,5.6158335875348916e-05
16097,131,5.5732893936899305e-05
14736,131,5.5732893936899305e-05
13654,131,5.5732893936899305e-05
10272,131,5.5732893936899305e-05
13003,131,5.5732893936899305e-05
15601,131,5.5732893936899305e-05
