fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-03-08,AA,AA,AA,2649,AA,N842NN,2649,12889,LAS,"Las Vegas, NV",11298,DFW,"Dallas/Fort Worth, TX",2358,2350,-8,10,2400,401,4,434,405,-29,0,,0,N,156,135,121,1,1055,,,,,,,,,
2019-10-28,DL,DL_CODESHARE,DL,5140,9E,N136EV,5140,15380,TVC,"Traverse City, MI",11433,DTW,"Detroit, MI",1759,1750,-9,11,1801,1842,8,1914,1850,-24,0,,0,N,75,60,41,1,207,,,,,,,,,
2019-11-14,DL,DL,DL,2136,DL,N910DN,2136,10397,ATL,"Atlanta, GA",11540,ELP,"El Paso, TX",941,940,-1,10,950,1042,5,1100,1047,-13,0,,0,N,199,187,172,1,1282,,,,,,,,,
2019-03-17,AA,AA,AA,981,AA,N840NN,981,11057,CLT,"Charlotte, NC",10994,CHS,"Charleston, SC",1111,1105,-6,15,1120,1200,8,1208,1208,0,0,,0,N,57,63,40,1,168,,,,,,,,,
2018-11-01,AA,AA_CODESHARE,AA,4820,PT,N906AE,4820,10361,ART,"Watertown, NY",14100,PHL,"Philadelphia, PA",1200,1152,-8,13,1205,1305,11,1320,1316,-4,0,,0,N,80,84,60,1,287,,,,,,,,,
2018-03-22,DL,DL,DL,2206,DL,N959DL,2206,10397,ATL,"Atlanta, GA",13931,ORF,"Norfolk, VA",1442,1440,-2,9,1449,1604,3,1618,1607,-11,0,,0,N,96,87,75,1,516,,,,,,,,,
2018-11-08,AS,AS_CODESHARE,AS,3418,OO,N185SY,3418,10713,BOI,"Boise, ID",14869,SLC,"Salt Lake City, UT",910,904,-6,21,925,1014,6,1025,1020,-5,0,,0,N,75,76,49,1,290,,,,,,,,,
2019-07-03,WN,WN,WN,2232,WN,N251WN,2232,14679,SAN,"San Diego, CA",14107,PHX,"Phoenix, AZ",635,631,-4,32,703,753,4,805,757,-8,0,,0,N,90,86,50,1,304,,,,,,,,,
2018-02-14,DL,DL,DL,1217,DL,N3749D,1217,11433,DTW,"Detroit, MI",12889,LAS,"Las Vegas, NV",2015,2014,-1,21,2035,2214,6,2205,2220,15,0,,0,N,290,306,279,1,1749,0,0,15,0,0,,,,
2018-08-03,DL,DL,DL,2578,DL,N915DE,2578,12264,IAD,"Washington, DC",10397,ATL,"Atlanta, GA",947,944,-3,15,959,1119,10,1130,1129,-1,0,,0,N,103,105,80,1,534,,,,,,,,,
2018-01-28,UA,UA,UA,1542,UA,N449UA,1542,14771,SFO,"San Francisco, CA",11292,DEN,"Denver, CO",2033,2027,-6,14,2041,2342,6,2357,2348,-9,0,,0,N,144,141,121,1,967,,,,,,,,,
2019-10-02,WN,WN,WN,45,WN,N454WN,45,14576,ROC,"Rochester, NY",10821,BWI,"Baltimore, MD",1115,1124,9,11,1135,1224,3,1225,1227,2,0,,0,N,70,63,49,1,277,,,,,,,,,
2018-03-12,DL,DL_CODESHARE,DL,4495,OO,N613SK,4495,13232,MDW,"Chicago, IL",13487,MSP,"Minneapolis, MN",908,917,9,14,931,1037,6,1044,1043,-1,0,,0,N,96,86,66,1,349,,,,,,,,,
2018-05-15,AA,AA,AA,1090,AA,N995NN,1090,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",835,1200,205,16,1216,1620,15,1242,1635,233,0,,0,N,187,215,184,1,1197,6,0,28,0,199,,,,
2018-04-15,AA,AA_CODESHARE,AA,5308,OH,N719PS,5308,11953,GNV,"Gainesville, FL",11057,CLT,"Charlotte, NC",1105,1053,-12,13,1106,1212,10,1236,1222,-14,0,,0,N,91,89,66,1,388,,,,,,,,,
2018-10-25,AA,AA_CODESHARE,AA,5334,OH,N504AE,5334,11057,CLT,"Charlotte, NC",14986,SRQ,"Sarasota/Bradenton, FL",745,743,-2,24,807,930,3,936,933,-3,0,,0,N,111,110,83,1,547,,,,,,,,,
2019-08-29,AA,AA_CODESHARE,AA,3347,MQ,N693AE,3347,13930,ORD,"Chicago, IL",13367,MLI,"Moline, IL",1705,1700,-5,22,1722,1750,3,1800,1753,-7,0,,0,N,55,53,28,1,139,,,,,,,,,
2018-01-18,UA,UA,UA,2117,UA,N17126,2117,12892,LAX,"Los Angeles, CA",11618,EWR,"Newark, NJ",1210,1200,-10,19,1219,2008,7,2035,2015,-20,0,,0,N,325,315,289,1,2454,,,,,,,,,
2018-08-19,AA,AA_CODESHARE,AA,3896,MQ,N922AE,3896,13930,ORD,"Chicago, IL",13367,MLI,"Moline, IL",1504,1501,-3,15,1516,1544,10,1559,1554,-5,0,,0,N,55,53,28,1,139,,,,,,,,,
2019-01-19,DL,DL,DL,2625,DL,N343NB,2625,14100,PHL,"Philadelphia, PA",11433,DTW,"Detroit, MI",548,545,-3,13,558,727,5,735,732,-3,0,,0,N,107,107,89,1,453,,,,,,,,,
2018-02-09,WN,WN,WN,505,WN,N744SW,505,13931,ORF,"Norfolk, VA",10821,BWI,"Baltimore, MD",1210,1209,-1,13,1222,1258,3,1305,1301,-4,0,,0,N,55,52,36,1,159,,,,,,,,,
2018-03-26,DL,DL,DL,967,DL,N990AT,967,14747,SEA,"Seattle, WA",11292,DEN,"Denver, CO",741,744,3,17,801,1108,11,1137,1119,-18,0,,0,N,176,155,127,1,1024,,,,,,,,,
2018-11-15,DL,DL_CODESHARE,DL,3681,OO,N259SY,3681,14869,SLC,"Salt Lake City, UT",10800,BUR,"Burbank, CA",1700,1656,-4,21,1717,1803,2,1806,1805,-1,0,,0,N,126,129,106,1,574,,,,,,,,,
2019-03-15,DL,DL,DL,1673,DL,N370NB,1673,10397,ATL,"Atlanta, GA",12266,IAH,"Houston, TX",1400,1359,-1,16,1415,1511,10,1516,1521,5,0,,0,N,136,142,116,1,689,,,,,,,,,
2019-02-08,B6,B6,B6,1585,B6,N796JB,1585,10721,BOS,"Boston, MA",14122,PIT,"Pittsburgh, PA",1235,1252,17,10,1302,1447,6,1427,1453,26,0,,0,N,112,121,105,1,496,17,0,9,0,0,,,,
2018-04-11,WN,WN,WN,195,WN,N949WN,195,13891,ONT,"Ontario, CA",12889,LAS,"Las Vegas, NV",2000,1956,-4,6,2002,2043,3,2100,2046,-14,0,,0,N,60,50,41,1,197,,,,,,,,,
2019-01-30,AA,AA_CODESHARE,AA,4634,YX,N401YX,4634,11278,DCA,"Washington, DC",12339,IND,"Indianapolis, IN",1940,,,,,,,2135,,,1,C,0,N,115,,,1,500,,,,,,,,,
2019-05-15,G4,G4,G4,2383,G4,244NV,2383,14761,SFB,"Sanford, FL",12223,HTS,"Ashland, WV",610,602,-8,9,611,746,4,800,750,-10,0,,0,N,110,108,95,1,665,,,,,,,,,
2019-09-20,DL,DL_CODESHARE,DL,5523,9E,N8946A,5523,13930,ORD,"Chicago, IL",11193,CVG,"Cincinnati, OH",1555,1550,-5,21,1611,1804,3,1811,1807,-4,0,,0,N,76,77,53,1,264,,,,,,,,,
2018-10-15,AS,AS,AS,409,AS,N534AS,409,14831,SJC,"San Jose, CA",14057,PDX,"Portland, OR",1259,1249,-10,14,1303,1431,4,1441,1435,-6,0,,0,N,102,106,88,1,569,,,,,,,,,
2018-07-27,WN,WN,WN,1593,WN,N906WN,1593,14122,PIT,"Pittsburgh, PA",13232,MDW,"Chicago, IL",745,743,-2,10,753,755,16,805,811,6,0,,0,N,80,88,62,1,402,,,,,,,,,
2018-10-09,WN,WN,WN,747,WN,N7711N,747,10821,BWI,"Baltimore, MD",14831,SJC,"San Jose, CA",1340,1338,-2,19,1357,1611,4,1640,1615,-25,0,,0,N,360,337,314,1,2439,,,,,,,,,
2019-09-19,UA,UA_CODESHARE,UA,5540,OO,N701BR,5540,14869,SLC,"Salt Lake City, UT",11292,DEN,"Denver, CO",704,652,-12,15,707,806,10,840,816,-24,0,,0,N,96,84,59,1,391,,,,,,,,,
2019-12-13,DL,DL,DL,2012,DL,N910DE,2012,10397,ATL,"Atlanta, GA",13930,ORD,"Chicago, IL",730,747,17,18,805,836,9,838,845,7,0,,0,N,128,118,91,1,606,,,,,,,,,
2018-08-07,WN,WN,WN,1523,WN,N208WN,1523,11259,DAL,"Dallas, TX",12896,LBB,"Lubbock, TX",1820,1813,-7,7,1820,1903,2,1925,1905,-20,0,,0,N,65,52,43,1,293,,,,,,,,,
2018-07-06,AA,AA,AA,653,AA,N663AW,653,10721,BOS,"Boston, MA",11057,CLT,"Charlotte, NC",934,929,-5,30,959,1146,17,1206,1203,-3,0,,0,N,152,154,107,1,728,,,,,,,,,
2018-03-22,UA,UA,UA,1410,UA,N15751,1410,12266,IAH,"Houston, TX",12953,LGA,"New York, NY",1448,1537,49,28,1605,2006,4,1919,2010,51,0,,0,N,211,213,181,1,1416,0,0,51,0,0,,,,
2019-03-29,B6,B6,B6,7,B6,N584JB,7,11697,FLL,"Fort Lauderdale, FL",12889,LAS,"Las Vegas, NV",1842,1837,-5,22,1859,2130,8,2117,2138,21,0,,0,N,335,361,331,1,2173,0,0,21,0,0,,,,
2018-09-30,UA,UA,UA,1742,UA,N66837,1742,13930,ORD,"Chicago, IL",14771,SFO,"San Francisco, CA",1956,1956,0,55,2051,2258,10,2240,2308,28,0,,0,N,284,312,247,1,1846,0,0,28,0,0,,,,
2019-01-22,UA,UA_CODESHARE,UA,4764,AX,N21129,4764,11413,DRO,"Durango, CO",11292,DEN,"Denver, CO",1750,1741,-9,13,1754,1842,31,1910,1913,3,0,,0,N,80,92,48,1,250,,,,,,,,,
2019-03-06,WN,WN,WN,423,WN,N921WN,423,11292,DEN,"Denver, CO",12892,LAX,"Los Angeles, CA",840,908,28,11,919,1052,14,1020,1106,46,0,,0,N,160,178,153,1,862,28,0,18,0,0,,,,
2018-05-01,G4,G4,G4,1803,G4,306NV,1803,12892,LAX,"Los Angeles, CA",10666,BLI,"Bellingham, WA",900,852,-8,36,928,1201,6,1143,1207,24,0,,0,N,163,195,153,1,1047,0,0,24,0,0,,,,
2019-05-24,UA,UA_CODESHARE,UA,5238,OO,N743SK,5238,10397,ATL,"Atlanta, GA",12266,IAH,"Houston, TX",1741,1907,86,23,1930,2013,11,1900,2024,84,0,,0,N,139,137,103,1,689,0,0,0,0,84,,,,
2018-06-02,AA,AA_CODESHARE,AA,5409,OH,N561NN,5409,13296,MHT,"Manchester, NH",11057,CLT,"Charlotte, NC",1856,2024,88,16,2040,2241,10,2126,2251,85,0,,0,N,150,147,121,1,737,0,0,0,0,85,,,,
2018-08-11,B6,B6,B6,1137,B6,N190JB,1137,10721,BOS,"Boston, MA",11433,DTW,"Detroit, MI",757,752,-5,12,804,942,8,1005,950,-15,0,,0,N,128,118,98,1,632,,,,,,,,,
2018-10-10,DL,DL,DL,144,DL,N3734B,144,14771,SFO,"San Francisco, CA",14747,SEA,"Seattle, WA",1413,1406,-7,13,1419,1603,10,1629,1613,-16,0,,0,N,136,127,104,1,679,,,,,,,,,
2018-06-10,AA,AA_CODESHARE,AA,5209,OH,N576NN,5209,11057,CLT,"Charlotte, NC",11193,CVG,"Cincinnati, OH",920,916,-4,18,934,1030,8,1039,1038,-1,0,,0,N,79,82,56,1,335,,,,,,,,,
2019-02-02,AA,AA,AA,2498,AA,N143AN,2498,13930,ORD,"Chicago, IL",13303,MIA,"Miami, FL",633,632,-1,20,652,1018,19,1046,1037,-9,0,,0,N,193,185,146,1,1197,,,,,,,,,
2019-09-05,UA,UA_CODESHARE,UA,5011,C5,N16147,5011,11618,EWR,"Newark, NJ",11278,DCA,"Washington, DC",635,629,-6,21,650,743,5,757,748,-9,0,,0,N,82,79,53,1,199,,,,,,,,,
2019-01-31,WN,WN,WN,1221,WN,N7861J,1221,15376,TUS,"Tucson, AZ",12889,LAS,"Las Vegas, NV",1855,2004,69,8,2012,2004,8,1910,2012,62,0,,0,N,75,68,52,1,365,1,0,0,0,61,,,,
2019-04-20,UA,UA_CODESHARE,UA,5970,OO,N951SW,5970,11292,DEN,"Denver, CO",11097,COD,"Cody, WY",1900,1852,-8,15,1907,2007,3,2034,2010,-24,0,,0,N,94,78,60,1,391,,,,,,,,,
2019-04-07,NK,NK,NK,959,NK,N507NK,959,10529,BDL,"Hartford, CT",13204,MCO,"Orlando, FL",1950,1947,-3,10,1957,2219,10,2255,2229,-26,0,,0,N,185,162,142,1,1050,,,,,,,,,
2018-07-20,HA,HA,HA,47,HA,N592HA,47,13796,OAK,"Oakland, CA",12173,HNL,"Honolulu, HI",800,900,60,13,913,1103,7,1030,1110,40,0,,0,N,330,310,290,1,2409,40,0,0,0,0,,,,
2019-05-25,AA,AA,AA,1852,AA,N535UW,1852,14843,SJU,"San Juan, PR",11057,CLT,"Charlotte, NC",1443,1440,-3,14,1454,1805,12,1841,1817,-24,0,,0,N,238,217,191,1,1475,,,,,,,,,
2018-08-03,AA,AA,AA,1725,AA,N708UW,1725,10529,BDL,"Hartford, CT",11057,CLT,"Charlotte, NC",1702,,,,,,,1914,,,1,B,0,N,132,,,1,644,,,,,,,,,
2019-04-07,AA,AA,AA,355,AA,N807AW,355,14635,RSW,"Fort Myers, FL",14100,PHL,"Philadelphia, PA",1145,1139,-6,12,1151,1416,4,1434,1420,-14,0,,0,N,169,161,145,1,993,,,,,,,,,
2019-06-09,AA,AA,AA,2691,AA,N934NN,2691,14771,SFO,"San Francisco, CA",13930,ORD,"Chicago, IL",930,928,-2,21,949,1515,15,1559,1530,-29,0,,0,N,269,242,206,1,1846,,,,,,,,,
2019-04-07,AA,AA_CODESHARE,AA,4587,YX,N112HQ,4587,11278,DCA,"Washington, DC",13198,MCI,"Kansas City, MO",1359,1351,-8,16,1407,1523,5,1553,1528,-25,0,,0,N,174,157,136,1,949,,,,,,,,,
2018-08-25,UA,UA,UA,2281,UA,N68821,2281,12892,LAX,"Los Angeles, CA",12264,IAD,"Washington, DC",1516,1510,-6,13,1523,2239,5,2305,2244,-21,0,,0,N,289,274,256,1,2288,,,,,,,,,
2018-05-08,AS,AS_CODESHARE,AS,2106,QX,N446QX,2106,11603,EUG,"Eugene, OR",14057,PDX,"Portland, OR",922,907,-15,10,917,942,5,1005,947,-18,0,,0,N,43,40,25,1,106,,,,,,,,,
2019-01-27,UA,UA,UA,201,UA,N781UA,201,12173,HNL,"Honolulu, HI",12016,GUM,"Guam, TT",1515,1637,82,17,1654,2006,3,1905,2009,64,0,,0,N,470,452,432,1,3801,0,0,0,0,64,,,,
2019-10-25,AS,AS,AS,382,AS,N248AK,382,14831,SJC,"San Jose, CA",10423,AUS,"Austin, TX",1705,1729,24,12,1741,2249,5,2255,2254,-1,0,,0,N,230,205,188,1,1476,,,,,,,,,
2018-11-16,AA,AA_CODESHARE,AA,6085,CP,N217NN,6085,12892,LAX,"Los Angeles, CA",14771,SFO,"San Francisco, CA",2130,2126,-4,25,2151,2249,10,2259,2259,0,0,,0,N,89,93,58,1,337,,,,,,,,,
2018-08-20,AA,AA,AA,824,AA,N840AW,824,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",1218,1221,3,11,1232,1319,8,1344,1327,-17,0,,0,N,86,66,47,1,226,,,,,,,,,
2019-08-22,UA,UA,UA,314,UA,N36444,314,11292,DEN,"Denver, CO",11618,EWR,"Newark, NJ",1725,1743,18,95,1918,15,24,2313,39,86,0,,0,N,228,296,177,1,1605,0,0,74,0,12,,,,
2018-02-17,NK,NK,NK,478,NK,N684NK,478,11697,FLL,"Fort Lauderdale, FL",13930,ORD,"Chicago, IL",845,839,-6,11,850,1025,8,1106,1033,-33,0,,0,N,201,174,155,1,1182,,,,,,,,,
2019-04-13,UA,UA,UA,432,UA,N77530,432,12889,LAS,"Las Vegas, NV",13930,ORD,"Chicago, IL",620,611,-9,15,626,1128,11,1150,1139,-11,0,,0,N,210,208,182,1,1514,,,,,,,,,
2019-01-02,DL,DL,DL,1091,DL,N967DL,1091,12451,JAX,"Jacksonville, FL",10397,ATL,"Atlanta, GA",525,520,-5,10,530,611,6,639,617,-22,0,,0,N,74,57,41,1,270,,,,,,,,,
2019-01-27,WN,WN,WN,2866,WN,N7746C,2866,12889,LAS,"Las Vegas, NV",14831,SJC,"San Jose, CA",850,850,0,19,909,1012,4,1020,1016,-4,0,,0,N,90,86,63,1,386,,,,,,,,,
2018-10-27,UA,UA,UA,388,UA,N47505,388,11697,FLL,"Fort Lauderdale, FL",12266,IAH,"Houston, TX",1905,1855,-10,23,1918,2028,6,2044,2034,-10,0,,0,N,159,159,130,1,966,,,,,,,,,
2018-09-25,WN,WN,WN,6057,WN,N8565Z,6057,12889,LAS,"Las Vegas, NV",14122,PIT,"Pittsburgh, PA",930,930,0,20,950,1623,5,1640,1628,-12,0,,0,N,250,238,213,1,1910,,,,,,,,,
2018-05-28,AA,AA_CODESHARE,AA,3728,MQ,N524AE,3728,15370,TUL,"Tulsa, OK",13930,ORD,"Chicago, IL",1224,1235,11,15,1250,1416,12,1420,1428,8,0,,0,N,116,113,86,1,585,,,,,,,,,
2018-08-24,DL,DL_CODESHARE,DL,4546,OO,N604SK,4546,14869,SLC,"Salt Lake City, UT",13851,OKC,"Oklahoma City, OK",930,924,-6,20,944,1235,4,1252,1239,-13,0,,0,N,142,135,111,1,866,,,,,,,,,
2019-12-08,DL,DL_CODESHARE,DL,4786,9E,N916XJ,4786,11433,DTW,"Detroit, MI",12339,IND,"Indianapolis, IN",1755,1813,18,16,1829,1911,5,1915,1916,1,0,,0,N,80,63,42,1,231,,,,,,,,,
2019-04-10,WN,WN,WN,2224,WN,N8576Z,2224,11697,FLL,"Fort Lauderdale, FL",12391,ISP,"Islip, NY",2035,2040,5,14,2054,2325,4,2325,2329,4,0,,0,N,170,169,151,1,1092,,,,,,,,,
2018-05-31,UA,UA_CODESHARE,UA,5737,OO,N154SY,5737,14698,SBP,"San Luis Obispo, CA",12892,LAX,"Los Angeles, CA",1630,1652,22,15,1707,1745,14,1742,1759,17,0,,0,N,72,67,38,1,156,0,0,0,0,17,,,,
2018-01-12,DL,DL,DL,2068,DL,N342NB,2068,14683,SAT,"San Antonio, TX",12478,JFK,"New York, NY",800,827,27,10,837,1323,11,1250,1334,44,0,,0,N,230,247,226,1,1587,27,0,17,0,0,,,,
2019-04-26,AA,AA_CODESHARE,AA,4907,PT,N686AE,4907,11057,CLT,"Charlotte, NC",12223,HTS,"Ashland, WV",2215,2215,0,34,2249,2335,5,2330,2340,10,0,,0,N,75,85,46,1,235,,,,,,,,,
2018-08-02,DL,DL_CODESHARE,DL,4996,OO,N771SK,4996,13851,OKC,"Oklahoma City, OK",13487,MSP,"Minneapolis, MN",704,703,-1,33,736,915,5,920,920,0,0,,0,N,136,137,99,1,694,,,,,,,,,
2019-08-10,AA,AA_CODESHARE,AA,4720,PT,N639AE,4720,11057,CLT,"Charlotte, NC",10990,CHO,"Charlottesville, VA",2240,2237,-3,24,2301,2344,4,2358,2348,-10,0,,0,N,78,71,43,1,245,,,,,,,,,
2018-10-21,AA,AA_CODESHARE,AA,5495,OH,N725PS,5495,10874,CAK,"Akron, OH",11057,CLT,"Charlotte, NC",708,704,-4,14,718,834,20,849,854,5,0,,0,N,101,110,76,1,394,,,,,,,,,
2019-07-25,WN,WN,WN,756,WN,N8607M,756,10693,BNA,"Nashville, TN",13204,MCO,"Orlando, FL",1520,1517,-3,12,1529,1754,11,1805,1805,0,0,,0,N,105,108,85,1,616,,,,,,,,,
2019-10-17,WN,WN,WN,2106,WN,N958WN,2106,13891,ONT,"Ontario, CA",14771,SFO,"San Francisco, CA",1630,1632,2,6,1638,1740,4,1755,1744,-11,0,,0,N,85,72,62,1,363,,,,,,,,,
2018-04-15,AA,AA_CODESHARE,AA,5549,OH,N218PS,5549,14108,PIA,"Peoria, IL",11057,CLT,"Charlotte, NC",730,731,1,13,744,1031,12,1035,1043,8,0,,0,N,125,132,107,1,607,,,,,,,,,
2018-11-06,UA,UA,UA,748,UA,N670UA,748,12266,IAH,"Houston, TX",11618,EWR,"Newark, NJ",1205,1253,48,42,1335,1722,18,1627,1740,73,0,,0,N,202,227,167,1,1400,0,0,73,0,0,,,,
2018-12-14,DL,DL_CODESHARE,DL,3320,9E,N316PQ,3320,15412,TYS,"Knoxville, TN",12953,LGA,"New York, NY",830,825,-5,13,838,1004,11,1041,1015,-26,0,,0,N,131,110,86,1,648,,,,,,,,,
2019-01-12,NK,NK,NK,251,NK,N627NK,251,11042,CLE,"Cleveland, OH",10397,ATL,"Atlanta, GA",1811,1807,-4,26,1833,2010,15,2010,2025,15,0,,0,N,119,138,97,1,554,0,0,15,0,0,,,,
2019-08-14,DL,DL_CODESHARE,DL,3429,9E,N538CA,3429,10397,ATL,"Atlanta, GA",10431,AVL,"Asheville, NC",1817,1814,-3,52,1906,1941,4,1924,1945,21,0,,0,N,67,91,35,1,164,0,0,21,0,0,,,,
2018-10-19,HA,HA,HA,256,HA,N490HA,256,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",800,754,-6,14,808,828,6,842,834,-8,0,,0,N,42,40,20,1,100,,,,,,,,,
2018-08-31,AA,AA_CODESHARE,AA,5102,OH,N503AE,5102,11057,CLT,"Charlotte, NC",12448,JAN,"Jackson/Vicksburg, MS",914,913,-1,13,926,946,14,1005,1000,-5,0,,0,N,111,107,80,1,562,,,,,,,,,
2018-11-13,UA,UA_CODESHARE,UA,5678,OO,N982SW,5678,11292,DEN,"Denver, CO",15376,TUS,"Tucson, AZ",1535,1535,0,12,1547,1719,4,1743,1723,-20,0,,0,N,128,108,92,1,639,,,,,,,,,
2018-04-09,AS,AS,AS,931,AS,N592AS,931,12889,LAS,"Las Vegas, NV",14747,SEA,"Seattle, WA",1200,1149,-11,11,1200,1423,10,1440,1433,-7,0,,0,N,160,164,143,1,867,,,,,,,,,
2018-11-06,UA,UA_CODESHARE,UA,4653,AX,N13124,4653,11921,GJT,"Grand Junction, CO",11292,DEN,"Denver, CO",730,721,-9,30,751,825,6,842,831,-11,0,,0,N,72,70,34,1,212,,,,,,,,,
2019-06-02,WN,WN,WN,46,WN,N943WN,46,14679,SAN,"San Diego, CA",15376,TUS,"Tucson, AZ",2115,2106,-9,11,2117,2218,5,2230,2223,-7,0,,0,N,75,77,61,1,368,,,,,,,,,
2018-09-22,AA,AA_CODESHARE,AA,3179,OO,N701SK,3179,15376,TUS,"Tucson, AZ",12892,LAX,"Los Angeles, CA",1019,1015,-4,17,1032,1141,5,1200,1146,-14,0,,0,N,101,91,69,1,451,,,,,,,,,
2019-01-14,WN,WN,WN,546,WN,N253WN,546,14831,SJC,"San Jose, CA",14107,PHX,"Phoenix, AZ",2000,1952,-8,8,2000,2221,6,2255,2227,-28,0,,0,N,115,95,81,1,621,,,,,,,,,
2019-04-22,AA,AA_CODESHARE,AA,4499,YX,N421YX,4499,11278,DCA,"Washington, DC",10792,BUF,"Buffalo, NY",1530,1523,-7,13,1536,1626,3,1648,1629,-19,0,,0,N,78,66,50,1,296,,,,,,,,,
2019-08-02,DL,DL_CODESHARE,DL,4784,OO,N921EV,4784,13487,MSP,"Minneapolis, MN",14633,RST,"Rochester, MN",1644,1639,-5,19,1658,1715,2,1734,1717,-17,0,,0,N,50,38,17,1,76,,,,,,,,,
2019-12-13,AA,AA,AA,2535,AA,N912UY,2535,14679,SAN,"San Diego, CA",11298,DFW,"Dallas/Fort Worth, TX",615,610,-5,32,642,1057,13,1121,1110,-11,0,,0,N,186,180,135,1,1171,,,,,,,,,
2018-06-20,DL,DL_CODESHARE,DL,3526,OO,N874AS,3526,11193,CVG,"Cincinnati, OH",14492,RDU,"Raleigh/Durham, NC",700,656,-4,21,717,816,3,823,819,-4,0,,0,N,83,83,59,1,390,,,,,,,,,
2018-04-27,AA,AA,AA,1140,AA,N147AA,1140,12953,LGA,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",1659,1735,36,28,1803,2010,8,2017,2018,1,0,,0,N,258,223,187,1,1389,,,,,,,,,
2018-02-08,WN,WN,WN,298,WN,N708SW,298,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",830,824,-6,15,839,1002,3,1020,1005,-15,0,,0,N,170,161,143,1,907,,,,,,,,,
2019-09-21,UA,UA,UA,1705,UA,N807UA,1705,11066,CMH,"Columbus, OH",13930,ORD,"Chicago, IL",1425,1426,1,13,1439,1435,17,1450,1452,2,0,,0,N,85,86,56,1,296,,,,,,,,,
2018-09-15,AA,AA_CODESHARE,AA,3765,MQ,N850AE,3765,14122,PIT,"Pittsburgh, PA",10721,BOS,"Boston, MA",821,813,-8,13,826,946,8,1004,954,-10,0,,0,N,103,101,80,1,496,,,,,,,,,
2018-08-20,AS,AS_CODESHARE,AS,2183,QX,N412QX,2183,14570,RNO,"Reno, NV",14831,SJC,"San Jose, CA",550,548,-2,10,558,642,5,647,647,0,0,,0,N,57,59,44,1,188,,,,,,,,,
2019-05-20,WN,WN,WN,1758,WN,N295WN,1758,13495,MSY,"New Orleans, LA",12191,HOU,"Houston, TX",1520,1517,-3,12,1529,1622,6,1640,1628,-12,0,,0,N,80,71,53,1,302,,,,,,,,,
2019-01-13,WN,WN,WN,5107,WN,N404WN,5107,13204,MCO,"Orlando, FL",11259,DAL,"Dallas, TX",1230,1231,1,11,1242,1409,10,1420,1419,-1,0,,0,N,170,168,147,1,973,,,,,,,,,
2018-03-13,WN,WN,WN,1356,WN,N903WN,1356,15304,TPA,"Tampa, FL",11066,CMH,"Columbus, OH",905,903,-2,10,913,1104,3,1120,1107,-13,0,,0,N,135,124,111,1,829,,,,,,,,,
2018-12-25,AS,AS,AS,766,AS,N402AS,766,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1640,1625,-15,19,1644,2335,7,9,2342,-27,0,,0,N,329,317,291,1,2556,,,,,,,,,
2018-06-02,UA,UA,UA,2062,UA,N66825,2062,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",2147,2140,-7,28,2208,2243,6,2258,2249,-9,0,,0,N,71,69,35,1,200,,,,,,,,,
2018-01-04,UA,UA_CODESHARE,UA,5244,OO,N916SW,5244,11292,DEN,"Denver, CO",14689,SBA,"Santa Barbara, CA",1910,1900,-10,31,1931,2037,4,2051,2041,-10,0,,0,N,161,161,126,1,916,,,,,,,,,
2018-11-13,WN,WN,WN,2114,WN,N7867A,2114,11697,FLL,"Fort Lauderdale, FL",11278,DCA,"Washington, DC",1945,1940,-5,17,1957,2148,5,2210,2153,-17,0,,0,N,145,133,111,1,899,,,,,,,,,
2018-12-06,WN,WN,WN,1124,WN,N7865A,1124,12953,LGA,"New York, NY",13232,MDW,"Chicago, IL",1850,1855,5,21,1916,2019,6,2025,2025,0,0,,0,N,155,150,123,1,725,,,,,,,,,
2018-11-15,UA,UA_CODESHARE,UA,5799,OO,N134SY,5799,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",2000,2009,9,27,2036,2133,13,2145,2146,1,0,,0,N,105,97,57,1,337,,,,,,,,,
2018-06-28,WN,WN,WN,641,WN,N948WN,641,12889,LAS,"Las Vegas, NV",14831,SJC,"San Jose, CA",730,,,,,,,855,,,1,A,0,N,85,,,1,386,,,,,,,,,
2018-10-05,WN,WN,WN,2514,WN,N293WN,2514,10821,BWI,"Baltimore, MD",15304,TPA,"Tampa, FL",615,613,-2,12,625,820,3,840,823,-17,0,,0,N,145,130,115,1,842,,,,,,,,,
